filepath,class,split,pca1,pca2,cluster
dataset/AvulsionFracture/Train/9781604064797_ch092_f001_jpg.rf.89e30c33eebe51177be42787ddaa7745.jpg,AvulsionFracture,Train,2.458848,18.171232,0
dataset/AvulsionFracture/Train/F1-large2_jpg.rf.c2d3078f808a8a85ce1563a8b857820d.jpg,AvulsionFracture,Train,-9.215057,-18.14664,1
dataset/AvulsionFracture/Train/F1-large4_jpg.rf.4252b8d03c32b5e5299279de5619cc.jpg,AvulsionFracture,Train,-32.896187,9.3259535,7
dataset/AvulsionFracture/Train/F1-large4_jpg.rf.4252b8d03c32b5e529927f9de5619cc.jpg,AvulsionFracture,Train,-25.528847,-12.522351,2
dataset/AvulsionFracture/Train/F1-large_jpg.rf.a6f3a67ddd8ce10a037193d8121b5bea.jpg,AvulsionFracture,Train,21.847065,-7.003015,5
dataset/AvulsionFracture/Train/FTCjoRnWQAMETYF_jpg.rf.662d6aa8680d248cac375a7256e0fa3f.jpg,AvulsionFracture,Train,64.38461,3.849597,6
dataset/AvulsionFracture/Train/Inked2d59fd50936098df8ddf49c912e70b_gallery_jpg.rf.0a4f68fb0c9b522ce75a26df6061f_LI.jpg,AvulsionFracture,Train,-51.120956,7.4999995,8
dataset/AvulsionFracture/Train/Inked2d59fd50936098df8ddf49c912e70b_gallery_jpg.rf.0a4f68fb0c9bcea262bbdf6061f_LI_Moment.jpg,AvulsionFracture,Train,-49.276745,-27.651354,8
dataset/AvulsionFracture/Train/Inkedcalcanealavulsionfx_png.rf.ff0595970365ef9d194318f215ccbc26_LI.jpg,AvulsionFracture,Train,-26.162733,-12.159252,8
dataset/AvulsionFracture/Train/Left-knee-AP-and-lateral-radiographs-showing-avulsion-fracture-of-the-tibial-tuberosity_jpg.rf.b131781339048c6fe26875bcef812a2.jpg,AvulsionFracture,Train,12.4093,-29.115534,4
dataset/AvulsionFracture/Train/Left-knee-AP-and-lateral-radiographs-showing-avulsion-fracture-of-the-tibial-tuberosity_jpg.rf.b13178133904e8c6fe26875bcef812a2.jpg,AvulsionFracture,Train,17.837654,15.172092,5
dataset/AvulsionFracture/Train/Left_lateral_malleolus_avulsion_fracture_jpg.rf.83d50e146146ab622ad5fa95e5d3d2f5.jpg,AvulsionFracture,Train,17.589413,23.293396,5
dataset/AvulsionFracture/Train/MalletFinger-PNG_jpg.rf.6ba864d6512079c3aa42b86feeb424d1.jpg,AvulsionFracture,Train,-49.655678,-37.30789,8
dataset/AvulsionFracture/Train/Pelvic_2_jpg.rf.f1d594abda0640caa3c3a07c99091f7e.jpg,AvulsionFracture,Train,67.076,-15.361681,6
dataset/AvulsionFracture/Train/Pelvic_4_jpg.rf.ffd15f48b6fb3dbd95c59e02c6ef946b.jpg,AvulsionFracture,Train,8.346056,-23.091375,9
dataset/AvulsionFracture/Train/Pre-operative-X-ray-shows-avulsion-fracture-of-the-fibular-head-without-dcation-of_png.rf.e7b4718d35f57eb561940fa4509d1cf2.jpg,AvulsionFracture,Train,-20.640621,24.583605,7
dataset/AvulsionFracture/Train/Pre-operative-X-ray-shows-avulsion-fracture-of-the-fibular-head-without-dislocation-of_png.rf.e7b4718d35f57eb561940fa4509d1cf2.jpg,AvulsionFracture,Train,1.6714047,19.577412,3
dataset/AvulsionFracture/Train/SaudiJSportsMed_2017_17_1_22_197465_u1_jpg.rf.90c56f07b7728660ce6cfba13e332f6d.jpg,AvulsionFracture,Train,10.80271,12.413377,3
dataset/AvulsionFracture/Train/SaudiJSportsMed_2021_21_2_69_327488_f1_jpg.rf.7acce1c23e10ac231fa340b32dc2.jpg,AvulsionFracture,Train,-32.76345,1.8023517,2
dataset/AvulsionFracture/Train/SaudiJSportsMed_2021_21_2_69_327488_f1_jpg.rf.7accebb5e1c23e10ac231fa340b32dc2.jpg,AvulsionFracture,Train,29.8163,5.6285024,3
dataset/AvulsionFracture/Train/SaudiJSportsMed_20465_u1_jpg.rf.90c56f07b7728660ce6cfba13e332f6d.jpg,AvulsionFracture,Train,4.528884,29.75656,5
dataset/AvulsionFracture/Train/Segond-Fx-label-2_png.rbecbcb0ff8e7e06cb974569469.jpg,AvulsionFracture,Train,110.27712,2.1431935,6
dataset/AvulsionFracture/Train/Segond-Fx-label-2_png.rf.ebecbcb0f575f895e7e06cb974569469.jpg,AvulsionFracture,Train,19.760252,21.110838,3
dataset/AvulsionFracture/Train/Segond-Fx-label-2_png.rf.ebecbcb0ff895e7e06cb974569469.jpg,AvulsionFracture,Train,9.266139,22.663887,5
dataset/AvulsionFracture/Train/Segond-Fx-label-2_png.rf.ebecbcb0ff8e7e06cb974569469.jpg,AvulsionFracture,Train,-1.594764,17.160324,5
dataset/AvulsionFracture/Train/arm-39-473-g002_jpg.rf.6148aa4ee9d3a52d47dfd2131450cb5d.jpg,AvulsionFracture,Train,56.222065,-10.783058,1
dataset/AvulsionFracture/Train/cow205lg_jpg.rf.80b53235cf34318f1b3973ef5eb9627a.jpg,AvulsionFracture,Train,60.78344,-5.36452,6
dataset/AvulsionFracture/Train/cow539-2_jpg.rf.6016bc74fad63aefd02c973b2a7994f0.jpg,AvulsionFracture,Train,41.044224,-4.952042,9
dataset/AvulsionFracture/Train/cow539-3_jpg.rf.71e336264ac124aeb83eb286373554da.jpg,AvulsionFracture,Train,53.45488,-7.326779,9
dataset/AvulsionFracture/Train/cow539-4_jpg.rf.e48668495cb14d0493e092b1ff23c4fe.jpg,AvulsionFracture,Train,11.484811,1.0185785,0
dataset/AvulsionFracture/Train/e35976_4fe265db4c064d53bc55e857fbecc28dmv2_png.rf.48ff6ace881ba10b5937fd34990c4f6.jpg,AvulsionFracture,Train,46.178352,-16.575346,6
dataset/AvulsionFracture/Train/e35976_4fe265db4c064d53bc55e857fbecc28dmv2_png.rf.48ff6ace881ba10b5937fd534990c4f6.jpg,AvulsionFracture,Train,83.94625,-13.772022,6
dataset/AvulsionFracture/Train/g08oc12g07b_jpeg.rf.c5d8e582e388077397dc7f5418ec818c.jpg,AvulsionFracture,Train,-29.945597,-2.6771665,8
dataset/AvulsionFracture/Train/g08oc12g10a_jpeg.rf.b3c91a586684ff23feec0e24add35b5b.jpg,AvulsionFracture,Train,77.30699,21.72158,6
dataset/AvulsionFracture/Train/g08oc12g13a_jpeg.rf.fb2516cd00452087ae81453b856e5eb7.jpg,AvulsionFracture,Train,-4.7907724,8.464405,0
dataset/AvulsionFracture/Train/gr1_lrg_jpg.rf.bf893d54341142976a0672dd088ded3d.jpg,AvulsionFracture,Train,54.62213,-2.1575038,6
dataset/AvulsionFracture/Train/image10_jpeg.rf.b566b1f5626a3292fe805699e784a175.jpg,AvulsionFracture,Train,-50.484497,2.8673651,2
dataset/AvulsionFracture/Train/image11_jpeg.rf.4da4acf6d2c1d061687b597494c6ee8c.jpg,AvulsionFracture,Train,2.2944593,29.167624,5
dataset/AvulsionFracture/Train/image12_jpeg.rf.6e3f63e525a932c38c3bed3c97a48f5e.jpg,AvulsionFracture,Train,-21.060394,19.927547,2
dataset/AvulsionFracture/Train/image13_jpeg.rf.629135763282eca324d34d3bdde57075.jpg,AvulsionFracture,Train,-37.501194,-1.9180359,2
dataset/AvulsionFracture/Train/image14_jpeg.rf.359749fca105f483ac0fdf9973fec7ee.jpg,AvulsionFracture,Train,1.8018721,8.736185,5
dataset/AvulsionFracture/Train/image18_jpeg.rf.9d59531f4a8ac9f6a04b858e56cea.jpg,AvulsionFracture,Train,45.83675,12.89617,6
dataset/AvulsionFracture/Train/image18_jpeg.rf.9d59531f4a8ac9f6a09d34b858e56cea.jpg,AvulsionFracture,Train,9.545239,-11.009775,3
dataset/AvulsionFracture/Train/image19_jpeg.rf.83625b51238263f7220c91aab55d5aa0.jpg,AvulsionFracture,Train,-8.078171,36.588097,7
dataset/AvulsionFracture/Train/image20_jpeg.rf.66d531034ff0808d7988f5de176b10fa.jpg,AvulsionFracture,Train,-25.81069,-3.8561728,2
dataset/AvulsionFracture/Train/image210_jpeg.rf.a9a08c3f3525414fd06895935e631ce5.jpg,AvulsionFracture,Train,-20.054522,18.769983,7
dataset/AvulsionFracture/Train/image210_jpeg.rf.a9a08c3f3525414fd0689593e631ce5.jpg,AvulsionFracture,Train,17.554564,54.528767,3
dataset/AvulsionFracture/Train/image21_jpeg.rf.0626d85b6de6fed9102a1a4eb179c7f3.jpg,AvulsionFracture,Train,-26.0168,8.80445,2
dataset/AvulsionFracture/Train/image22_jpeg.rf.45894d44324a7251eb5d3af227bdd003.jpg,AvulsionFracture,Train,21.96488,-6.9781103,3
dataset/AvulsionFracture/Train/image23_jpeg.rf.e356cb69158aed1da5d1fda94acc09df.jpg,AvulsionFracture,Train,20.63171,12.947769,5
dataset/AvulsionFracture/Train/image24_jpeg.rf.c27397dcbd767c2e575db5eaf2e4b20d.jpg,AvulsionFracture,Train,-59.338768,-29.965757,8
dataset/AvulsionFracture/Train/image25_jpeg.rf.ce36231a54a62ee9d6ebbafc0fd859ea.jpg,AvulsionFracture,Train,51.150055,-1.689042,6
dataset/AvulsionFracture/Train/image26_jpeg.rf.67555d2f3465a28984327b08ec6c0325.jpg,AvulsionFracture,Train,23.517471,-6.7700453,9
dataset/AvulsionFracture/Train/image27_jpeg.rf.04e6a6566836e916582714dfb62d7c13.jpg,AvulsionFracture,Train,9.288944,-1.5466133,2
dataset/AvulsionFracture/Train/image28_jpeg.rf.99fe6c384f84967b5c5ef00bb70d6741.jpg,AvulsionFracture,Train,74.19493,19.301565,6
dataset/AvulsionFracture/Train/image30_jpeg.rf.e406e467fb037f74a61604be642212.jpg,AvulsionFracture,Train,-17.277702,24.432905,7
dataset/AvulsionFracture/Train/image30_jpeg.rf.e406e467fb037f74a616a004be642212.jpg,AvulsionFracture,Train,-5.0036025,17.877787,3
dataset/AvulsionFracture/Train/image31_jpeg.rf.c31b74efca3394ab4c71a1e5ac50306.jpg,AvulsionFracture,Train,8.19873,6.7227817,5
dataset/AvulsionFracture/Train/image31_jpeg.rf.c31b74efca3394ab54c71a1e5ac50306.jpg,AvulsionFracture,Train,24.866539,13.509201,3
dataset/AvulsionFracture/Train/image3_jpeg.rf.70e5a26cf73c48a5692c11c1deea98e4.jpg,AvulsionFracture,Train,48.481598,-5.371953,6
dataset/AvulsionFracture/Train/image4_jpeg.rf.fcb144c2ca481bd5d99340ba46574506.jpg,AvulsionFracture,Train,-1.9038649,-44.068363,4
dataset/AvulsionFracture/Train/image5_jpeg.rf.f61b5e479448497066f77237b9d084f9.jpg,AvulsionFracture,Train,-9.130441,1.6521659,2
dataset/AvulsionFracture/Train/image6_jpeg.rf.705e5cb2166c15baf86ae05ae1c534bb.jpg,AvulsionFracture,Train,26.323092,-26.57186,9
dataset/AvulsionFracture/Train/image7_jpeg.rf.cdf517093bf5477debbf9bb78a330625.jpg,AvulsionFracture,Train,32.025654,14.04399,5
dataset/AvulsionFracture/Train/image8_jpeg.rf.7e052c435cfae6bfa73077eacacf710f.jpg,AvulsionFracture,Train,33.830093,5.284917,5
dataset/AvulsionFracture/Train/image9_jpeg.rf.4f7d7cb5a7a3ff33253bb4769fdaf32c.jpg,AvulsionFracture,Train,-39.65894,-12.655289,2
dataset/AvulsionFracture/Train/images10_jpg.rf.e1ad8c3effdf417ef7e6ec06dfeebc15.jpg,AvulsionFracture,Train,30.136963,5.2429895,5
dataset/AvulsionFracture/Train/images13_jpg.rf.1cda91b014c68ffe86a6fa06ac89eb9a.jpg,AvulsionFracture,Train,-3.4103346,27.767942,5
dataset/AvulsionFracture/Train/images15_jpg.rf.791e6a68039a07804cc5c7e714abffd7.jpg,AvulsionFracture,Train,20.83067,9.376137,9
dataset/AvulsionFracture/Train/images16_jpg.rf.d505cf1bdaa5e3f74e3c3f6bd2145185.jpg,AvulsionFracture,Train,6.7517095,-67.631424,4
dataset/AvulsionFracture/Train/images20_jpg.rf.62aeaabb8aa2467371f2f9f4838495f9.jpg,AvulsionFracture,Train,-19.004452,0.11137723,2
dataset/AvulsionFracture/Train/images21_jpg.rf.0ef452a83232fc2e6705bd968fa29737.jpg,AvulsionFracture,Train,11.552037,15.258684,3
dataset/AvulsionFracture/Train/images22_jpg.rf.f66863f67a82f47a67f263e410ee8d4a.jpg,AvulsionFracture,Train,20.770138,22.241312,5
dataset/AvulsionFracture/Train/images24_jpg.rf.09d198828844a4334157a33d88625c3b.jpg,AvulsionFracture,Train,29.216957,-12.742211,3
dataset/AvulsionFracture/Train/images26_jpg.rf.1b82fb47010737394b99f8f0d5eb9d6d.jpg,AvulsionFracture,Train,-64.57394,3.8540034,8
dataset/AvulsionFracture/Train/images2_jpg.rf.004dfc1919a390d5e6c93b5634105a66.jpg,AvulsionFracture,Train,-48.210667,-14.377277,8
dataset/AvulsionFracture/Train/images3_jpg.rf.de0165f64aa6a64ce3dd9552eb0165b7.jpg,AvulsionFracture,Train,-12.639174,15.628386,0
dataset/AvulsionFracture/Train/images5_jpg.rf.9aef7c8db80fe7194a89674aae2a0838.jpg,AvulsionFracture,Train,7.4663644,-59.10649,4
dataset/AvulsionFracture/Train/images6_jpg.rf.f29e7c4f796ef2a38a055ec325194fab.jpg,AvulsionFracture,Train,-1.67412,-29.92776,9
dataset/AvulsionFracture/Train/images7_jpg.rf.c4419176d2a7d3f8e26f04a4e4a82cf7.jpg,AvulsionFracture,Train,12.274899,-7.3676386,1
dataset/AvulsionFracture/Train/images9_jpg.rf.c7cfaf208f09581e9eae3e22174f9509.jpg,AvulsionFracture,Train,-30.357855,30.093029,7
dataset/AvulsionFracture/Train/images_jpg.rf.0ce1d5a7ca4c319ff39d4445df37f3f.jpg,AvulsionFracture,Train,10.181485,16.744896,5
dataset/AvulsionFracture/Train/images_jpg.rf.0ce1d5a7ca4c319ff39d444e5df37f3f.jpg,AvulsionFracture,Train,-4.914988,-41.24715,9
dataset/AvulsionFracture/Train/jbsr-104-1-2180-g1_png.rf.d25dbeb8e4b12c378e082b7f753eb60a.jpg,AvulsionFracture,Train,3.7495577,-24.553978,4
dataset/AvulsionFracture/Train/jbsr-104-1-2180-g1_png.rf.dbeb8e4b12c378e082b7f753eb60a.jpg,AvulsionFracture,Train,41.472202,19.782484,5
dataset/AvulsionFracture/Train/jcs372-g001_jpg.rf.c7a28478b9626ae41e243f25c2618e95.jpg,AvulsionFracture,Train,24.311638,-16.183388,3
dataset/AvulsionFracture/Train/jospt-620-fig001_jpg.rf.a6c6b3ecde58b099587c889367527cac.jpg,AvulsionFracture,Train,-16.607058,0.5478178,2
dataset/AvulsionFracture/Train/jum14189-fig-0003-m_jpg.rf.8c08987a911f109ccc695630259c4071.jpg,AvulsionFracture,Train,-40.143646,12.350585,7
dataset/AvulsionFracture/Train/jum14189-fig-0003-m_jpg.rf.8c08987a911f109ccc695659c4071.jpg,AvulsionFracture,Train,-38.808144,16.311447,7
dataset/AvulsionFracture/Train/knee-X-rays-showing-a-displaced-avulsion-fracture-of-the-tibial-tuberosity_jpg.rf.e16eee5a24caa9e868c41554ed1c3620.jpg,AvulsionFracture,Train,-31.321842,23.818779,7
dataset/AvulsionFracture/Train/knee-X-rays-showing-a-displaced-avulsion-fracture-of-the-tibiauberosity_jpg.rf.e16eee5a24caa9e868c41554ed1c3620.jpg,AvulsionFracture,Train,-32.61261,29.539145,7
dataset/AvulsionFracture/Train/lightbox_1822d4007d9b11eab7338708af0fabaf-IMG_20191029_122622-2-_png.rf.90495f17b148a38bbd74de2818c6b36b.jpg,AvulsionFracture,Train,7.892774,-4.022718,5
dataset/AvulsionFracture/Train/peroneal-avulsion_png.rf.f99934ab4ea691283e934c3eec1a542d.jpg,AvulsionFracture,Train,-34.707626,25.586302,7
dataset/AvulsionFracture/Train/ray-showed-an-avulsion-fracture-at-the-base-of-DP_Q320_jpg.rf.9e506395a15ac5083ee709c17345558c.jpg,AvulsionFracture,Train,30.944244,-19.249481,1
dataset/AvulsionFracture/Train/slide_5_jpg.rf.633ceaa5b85a07c9fab2ef182e12bc72.jpg,AvulsionFracture,Train,-14.033607,27.857477,7
dataset/AvulsionFracture/Train/spine_jpg.rf.9ba16757b6874ae00f935cc8eae5.jpg,AvulsionFracture,Train,-37.895824,-10.328514,8
dataset/AvulsionFracture/Train/spine_jpg.rf.9ba16757b6874ae943c00f935cc8eae5.jpg,AvulsionFracture,Train,-19.36595,13.019913,7
dataset/AvulsionFracture/Train/tcr-5-078-001_jpg.rf.d4099231ae325a7cbcaa0488a5882079.jpg,AvulsionFracture,Train,14.141684,-35.130516,9
dataset/AvulsionFracture/Train/tibial-spine_-avulsion_jpg.rf.275ac4b79ba72cb8b3e7f507271fdf42.jpg,AvulsionFracture,Train,-29.014006,9.617074,7
dataset/ComminutedFracture/Test/IMG-0001-00001_jumbo_jpeg.rf.4af5e7c047bac2007869a5e19663eb77.jpg,ComminutedFracture,Test,-36.320026,-26.143682,8
dataset/ComminutedFracture/Test/Picture1_jpg.rf.8f2419c6c065392dfad896e83f29f0cf.jpg,ComminutedFracture,Test,20.545029,-19.654127,1
dataset/ComminutedFracture/Test/Radiograph-showing-a-comminuted-fracture-of-the-middle-third-of-the-right-femur-in-a_png.rf.ade9ed22124189b5d0f8cd51b03033e2.jpg,ComminutedFracture,Test,1.4073896,44.17051,3
dataset/ComminutedFracture/Test/T1507F01_Fig03B_jpg.rf.ca5bf37cc498403dd7bc84931bda4253.jpg,ComminutedFracture,Test,28.2886,-11.200816,1
dataset/ComminutedFracture/Test/X-ray-2-comminuted-displaced-fracture_png.rf.ace79e6f0ec1e6ec4037943cc83c14d4.jpg,ComminutedFracture,Test,-23.17839,-13.57151,0
dataset/ComminutedFracture/Test/X-ray_of_a_comminuted_hip_fracture_jpg.rf.6725d6fabfddc890e45180cf483808a9.jpg,ComminutedFracture,Test,15.634138,-7.025947,0
dataset/ComminutedFracture/Test/images94_jpg.rf.1be75680f0289a4d2bcc8d0c112a3453.jpg,ComminutedFracture,Test,12.496842,-41.048023,4
dataset/ComminutedFracture/Test/images95_jpg.rf.54b02400b9746a0aafc2c9b4d6d98332.jpg,ComminutedFracture,Test,10.741427,-38.301643,4
dataset/ComminutedFracture/Test/images96_jpg.rf.1d432bc0a70d58cc78b19f48746b3f02.jpg,ComminutedFracture,Test,-59.797184,-28.530746,8
dataset/ComminutedFracture/Test/images98_jpg.rf.411320e212e6bd90114d4f8832a7fc1c.jpg,ComminutedFracture,Test,16.474693,9.278327,3
dataset/ComminutedFracture/Test/images99_jpg.rf.52c1ae7d26ef95067175fe511216338a.jpg,ComminutedFracture,Test,-10.09356,5.454333,0
dataset/ComminutedFracture/Test/leg-displacement-two-projections-white-background-vertical-image-x-248620996_jpg.rf.15fe0e9e9b93d8870cbc808e994bf03e.jpg,ComminutedFracture,Test,85.77643,-30.811789,6
dataset/ComminutedFracture/Test/open-fracture-tibia_jpg.rf.792969425566c2fe5437ac8a1aa400dc.jpg,ComminutedFracture,Test,-14.4607315,3.5998194,0
dataset/ComminutedFracture/Test/preop-x-ray-showing-badly-comminuted-fracture-proximal-tibia-rama-krishna-hospital_jpg.rf.3662dfd3b1b367d8e8eb71178999dbe8.jpg,ComminutedFracture,Test,47.643356,-33.367847,4
dataset/ComminutedFracture/Train/0-_jumbo_jpeg.rf.7925062f37e327162df7d528ab8d245f.jpg,ComminutedFracture,Train,-27.569672,-18.889282,4
dataset/ComminutedFracture/Train/059ba7d36491f99746b604ce4caa16_gallery_jpeg.rf.07edace837b62cc4a9da6c816c4caabe.jpg,ComminutedFracture,Train,-3.668742,-24.752478,0
dataset/ComminutedFracture/Train/083017orthodxfigure101_1281411_jpg.rf.2d1a32af448d06416d7e89a1656d1b77.jpg,ComminutedFracture,Train,-40.327885,5.779912,7
dataset/ComminutedFracture/Train/10140_2011_941_Fig2_HTML_jpg.rf.37eefc302b45d5a693e0dfbf6e629426.jpg,ComminutedFracture,Train,-21.608955,18.324352,7
dataset/ComminutedFracture/Train/10d41db0c5b211ecaf8f3b25e1532d5e-Figure-1-ab_png.rf.2b8f2e1fb03a549c1255a9d94aa8f7d8.jpg,ComminutedFracture,Train,46.114525,22.335953,6
dataset/ComminutedFracture/Train/10d41db0c5b211ecaf8f3b25e15igure-1-ab_png.rf.2b8f2e1fb03a549c1255a9d94aa8f7d8.jpg,ComminutedFracture,Train,14.765576,14.224205,3
dataset/ComminutedFracture/Train/110005_jumbo_jpeg.rf.4d42ca9d986abd70ea8fda02ae1bd48e.jpg,ComminutedFracture,Train,12.555521,-44.0869,9
dataset/ComminutedFracture/Train/13018_2019_1385_Fig1_HTML_png.rf.a5d26d2db8ec1989bb7c626c49b6d906.jpg,ComminutedFracture,Train,-20.771574,31.551275,7
dataset/ComminutedFracture/Train/13018_2019_1385_Fig3_HTML_png.rf.7dd507a30814c5c85f2013bda753d622.jpg,ComminutedFracture,Train,-17.086843,2.4776332,3
dataset/ComminutedFracture/Train/20121tn_jpg.rf.595356bbc69f8bae274a3c16b720bd9d.jpg,ComminutedFracture,Train,1.0987594,33.320038,3
dataset/ComminutedFracture/Train/20467tn_jpg.rf.0305d8adb13b816658d5b933ed02ac6f.jpg,ComminutedFracture,Train,80.62586,18.955542,6
dataset/ComminutedFracture/Train/21135tn_jpg.rf.a87fc40b05fbd5c5cfdfdbd84caef384.jpg,ComminutedFracture,Train,0.60041165,1.3015543,1
dataset/ComminutedFracture/Train/2_jpg.rf.d9b17b4172ebe50ee602011b8ee7b272.jpg,ComminutedFracture,Train,10.373588,36.514965,5
dataset/ComminutedFracture/Train/2_jpg.rf.d9b17b4172ebe50ee602011be7b272.jpg,ComminutedFracture,Train,-26.840157,6.203429,7
dataset/ComminutedFracture/Train/2j96ew8_jpg.rf.562559298d1c3fecd554d372b90bd166.jpg,ComminutedFracture,Train,-40.976517,-7.0083756,8
dataset/ComminutedFracture/Train/2j96ewr_jpg.rf.2471c83791b64a5fb10def3ce4ea8bef.jpg,ComminutedFracture,Train,44.486115,9.666867,3
dataset/ComminutedFracture/Train/305547tn_jpg.rf.6ade706b544f0fd96738769085b99bc1.jpg,ComminutedFracture,Train,2.7262123,-38.2337,4
dataset/ComminutedFracture/Train/32048tn_jpg.rf.9b69767d2583ebce1ec13bc008291940.jpg,ComminutedFracture,Train,20.6546,16.928284,5
dataset/ComminutedFracture/Train/5081d925b301b_jpg.rf.e029d85e093fcadb3a8e4bbb57f0fc9a.jpg,ComminutedFracture,Train,2.7762845,8.845288,3
dataset/ComminutedFracture/Train/5263f9bac94205116acd9caf6d386c_jumbo_png.rf.be2be0fa76ef6d18150765f31ec4a2f9.jpg,ComminutedFracture,Train,2.7034454,-26.404854,4
dataset/ComminutedFracture/Train/58d30dd538473a546723c79e347c9f1b03a3d3131f5c3a1d0466f21526008fd7_gallery_jpeg.rf.92adacfca948385a6cee89ce170f4f24.jpg,ComminutedFracture,Train,45.221928,0.33660364,6
dataset/ComminutedFracture/Train/798bdba5bfea0252051940ce782bb2_jumbo_jpeg.rf.b77df08eec1dfb556bcbd8111607d6e1.jpg,ComminutedFracture,Train,-50.565655,23.518017,7
dataset/ComminutedFracture/Train/87da0f2547dc990c9ec77ad8fc5203_gallery-JPEG_jpg.rf.8c0a1c1411fb548ba1cdfc5c57cbe9f9.jpg,ComminutedFracture,Train,2.350803,19.839998,1
dataset/ComminutedFracture/Train/9d79b527cca86a56fa24c88017e6bbd4-x-rays-physiology_jpg.rf.6e30d9c2b060a4d6a916d979e3be13f7.jpg,ComminutedFracture,Train,4.024821,35.69732,3
