filepath,class,split,cluster,tsne1,tsne2
dataset/AvulsionFracture/Train/Inked2d59fd50936098df8ddf49c912e70b_gallery_jpg.rf.0a4f68fb0c9b522ce75a26df6061f_LI.jpg,AvulsionFracture,Train,8,-32.102192,9.187549
dataset/AvulsionFracture/Train/Inked2d59fd50936098df8ddf49c912e70b_gallery_jpg.rf.0a4f68fb0c9bcea262bbdf6061f_LI_Moment.jpg,AvulsionFracture,Train,8,-43.497505,19.539576
dataset/AvulsionFracture/Train/Inkedcalcanealavulsionfx_png.rf.ff0595970365ef9d194318f215ccbc26_LI.jpg,AvulsionFracture,Train,8,-0.6249502,31.880774
dataset/AvulsionFracture/Train/Left-knee-AP-and-lateral-radiographs-showing-avulsion-fracture-of-the-tibial-tuberosity_jpg.rf.b131781339048c6fe26875bcef812a2.jpg,AvulsionFracture,Train,4,15.196766,26.05433
dataset/AvulsionFracture/Train/Left-knee-AP-and-lateral-radiographs-showing-avulsion-fracture-of-the-tibial-tuberosity_jpg.rf.b13178133904e8c6fe26875bcef812a2.jpg,AvulsionFracture,Train,5,15.651516,-16.027704
dataset/AvulsionFracture/Train/Left_lateral_malleolus_avulsion_fracture_jpg.rf.83d50e146146ab622ad5fa95e5d3d2f5.jpg,AvulsionFracture,Train,5,12.300297,-17.733335
dataset/AvulsionFracture/Train/MalletFinger-PNG_jpg.rf.6ba864d6512079c3aa42b86feeb424d1.jpg,AvulsionFracture,Train,8,-41.395115,24.103422
dataset/AvulsionFracture/Train/Pelvic_2_jpg.rf.f1d594abda0640caa3c3a07c99091f7e.jpg,AvulsionFracture,Train,6,38.26334,-7.9656
dataset/AvulsionFracture/Train/Pelvic_4_jpg.rf.ffd15f48b6fb3dbd95c59e02c6ef946b.jpg,AvulsionFracture,Train,9,18.271463,8.78442
dataset/AvulsionFracture/Train/Pre-operative-X-ray-shows-avulsion-fracture-of-the-fibular-head-without-dcation-of_png.rf.e7b4718d35f57eb561940fa4509d1cf2.jpg,AvulsionFracture,Train,7,-34.835964,-20.553032
dataset/AvulsionFracture/Train/Pre-operative-X-ray-shows-avulsion-fracture-of-the-fibular-head-without-dislocation-of_png.rf.e7b4718d35f57eb561940fa4509d1cf2.jpg,AvulsionFracture,Train,3,9.126176,-34.94378
dataset/AvulsionFracture/Train/SaudiJSportsMed_2017_17_1_22_197465_u1_jpg.rf.90c56f07b7728660ce6cfba13e332f6d.jpg,AvulsionFracture,Train,3,10.384911,-34.299217
dataset/AvulsionFracture/Train/SaudiJSportsMed_2021_21_2_69_327488_f1_jpg.rf.7acce1c23e10ac231fa340b32dc2.jpg,AvulsionFracture,Train,2,-18.79209,11.009316
dataset/AvulsionFracture/Train/SaudiJSportsMed_2021_21_2_69_327488_f1_jpg.rf.7accebb5e1c23e10ac231fa340b32dc2.jpg,AvulsionFracture,Train,3,17.811277,-34.58111
dataset/AvulsionFracture/Train/SaudiJSportsMed_20465_u1_jpg.rf.90c56f07b7728660ce6cfba13e332f6d.jpg,AvulsionFracture,Train,5,-4.240079,-7.5867
dataset/AvulsionFracture/Train/Segond-Fx-label-2_png.rbecbcb0ff8e7e06cb974569469.jpg,AvulsionFracture,Train,6,40.08307,-13.886772
dataset/AvulsionFracture/Train/Segond-Fx-label-2_png.rf.ebecbcb0f575f895e7e06cb974569469.jpg,AvulsionFracture,Train,3,11.671697,-27.986105
dataset/AvulsionFracture/Train/Segond-Fx-label-2_png.rf.ebecbcb0ff895e7e06cb974569469.jpg,AvulsionFracture,Train,5,-5.1147137,4.424929
dataset/AvulsionFracture/Train/Segond-Fx-label-2_png.rf.ebecbcb0ff8e7e06cb974569469.jpg,AvulsionFracture,Train,5,-12.132268,-13.455304
dataset/AvulsionFracture/Train/arm-39-473-g002_jpg.rf.6148aa4ee9d3a52d47dfd2131450cb5d.jpg,AvulsionFracture,Train,1,27.606348,-5.1993504
dataset/AvulsionFracture/Train/cow205lg_jpg.rf.80b53235cf34318f1b3973ef5eb9627a.jpg,AvulsionFracture,Train,6,37.313667,-18.517899
dataset/AvulsionFracture/Train/cow539-2_jpg.rf.6016bc74fad63aefd02c973b2a7994f0.jpg,AvulsionFracture,Train,9,35.341972,9.7979355
dataset/AvulsionFracture/Train/cow539-3_jpg.rf.71e336264ac124aeb83eb286373554da.jpg,AvulsionFracture,Train,9,37.07868,10.30628
dataset/AvulsionFracture/Train/cow539-4_jpg.rf.e48668495cb14d0493e092b1ff23c4fe.jpg,AvulsionFracture,Train,0,21.772043,12.706522
dataset/AvulsionFracture/Train/e35976_4fe265db4c064d53bc55e857fbecc28dmv2_png.rf.48ff6ace881ba10b5937fd34990c4f6.jpg,AvulsionFracture,Train,6,32.129524,-4.4274335
dataset/AvulsionFracture/Train/e35976_4fe265db4c064d53bc55e857fbecc28dmv2_png.rf.48ff6ace881ba10b5937fd534990c4f6.jpg,AvulsionFracture,Train,6,39.210926,-9.671919
dataset/AvulsionFracture/Train/g08oc12g07b_jpeg.rf.c5d8e582e388077397dc7f5418ec818c.jpg,AvulsionFracture,Train,8,-23.85682,-7.2854195
dataset/AvulsionFracture/Train/g08oc12g10a_jpeg.rf.b3c91a586684ff23feec0e24add35b5b.jpg,AvulsionFracture,Train,6,40.81712,-1.4220577
dataset/AvulsionFracture/Train/g08oc12g13a_jpeg.rf.fb2516cd00452087ae81453b856e5eb7.jpg,AvulsionFracture,Train,0,-11.528925,-10.576597
dataset/AvulsionFracture/Train/gr1_lrg_jpg.rf.bf893d54341142976a0672dd088ded3d.jpg,AvulsionFracture,Train,6,33.103405,-14.9009075
dataset/AvulsionFracture/Train/image10_jpeg.rf.b566b1f5626a3292fe805699e784a175.jpg,AvulsionFracture,Train,2,-31.354578,9.50627
dataset/AvulsionFracture/Train/image11_jpeg.rf.4da4acf6d2c1d061687b597494c6ee8c.jpg,AvulsionFracture,Train,5,0.1485382,-4.5679393
dataset/AvulsionFracture/Train/image12_jpeg.rf.6e3f63e525a932c38c3bed3c97a48f5e.jpg,AvulsionFracture,Train,2,-24.2326,8.856286
dataset/AvulsionFracture/Train/image13_jpeg.rf.629135763282eca324d34d3bdde57075.jpg,AvulsionFracture,Train,2,-34.6691,0.14154418
dataset/AvulsionFracture/Train/image14_jpeg.rf.359749fca105f483ac0fdf9973fec7ee.jpg,AvulsionFracture,Train,5,-22.220282,-26.781088
dataset/AvulsionFracture/Train/image18_jpeg.rf.9d59531f4a8ac9f6a04b858e56cea.jpg,AvulsionFracture,Train,6,34.603844,2.0225449
dataset/AvulsionFracture/Train/image18_jpeg.rf.9d59531f4a8ac9f6a09d34b858e56cea.jpg,AvulsionFracture,Train,3,16.733896,-30.730402
dataset/AvulsionFracture/Train/image19_jpeg.rf.83625b51238263f7220c91aab55d5aa0.jpg,AvulsionFracture,Train,7,-24.270405,-17.819593
dataset/AvulsionFracture/Train/image20_jpeg.rf.66d531034ff0808d7988f5de176b10fa.jpg,AvulsionFracture,Train,2,-23.737219,-26.532484
dataset/AvulsionFracture/Train/image210_jpeg.rf.a9a08c3f3525414fd06895935e631ce5.jpg,AvulsionFracture,Train,7,-29.953564,-16.761776
dataset/AvulsionFracture/Train/image210_jpeg.rf.a9a08c3f3525414fd0689593e631ce5.jpg,AvulsionFracture,Train,3,2.8449042,-27.547504
dataset/AvulsionFracture/Train/image21_jpeg.rf.0626d85b6de6fed9102a1a4eb179c7f3.jpg,AvulsionFracture,Train,2,-15.138194,10.283188
dataset/AvulsionFracture/Train/image22_jpeg.rf.45894d44324a7251eb5d3af227bdd003.jpg,AvulsionFracture,Train,3,17.749659,-33.53559
dataset/AvulsionFracture/Train/image23_jpeg.rf.e356cb69158aed1da5d1fda94acc09df.jpg,AvulsionFracture,Train,5,12.154528,-6.7938547
dataset/AvulsionFracture/Train/image24_jpeg.rf.c27397dcbd767c2e575db5eaf2e4b20d.jpg,AvulsionFracture,Train,8,-41.490334,22.562546
dataset/AvulsionFracture/Train/image25_jpeg.rf.ce36231a54a62ee9d6ebbafc0fd859ea.jpg,AvulsionFracture,Train,6,37.28819,-18.535345
dataset/AvulsionFracture/Train/image26_jpeg.rf.67555d2f3465a28984327b08ec6c0325.jpg,AvulsionFracture,Train,9,31.87789,6.43218
dataset/AvulsionFracture/Train/image27_jpeg.rf.04e6a6566836e916582714dfb62d7c13.jpg,AvulsionFracture,Train,2,11.566511,-0.92474437
dataset/AvulsionFracture/Train/image28_jpeg.rf.99fe6c384f84967b5c5ef00bb70d6741.jpg,AvulsionFracture,Train,6,40.805264,-1.3695387
dataset/AvulsionFracture/Train/image30_jpeg.rf.e406e467fb037f74a61604be642212.jpg,AvulsionFracture,Train,7,-34.831257,-20.561722
dataset/AvulsionFracture/Train/image30_jpeg.rf.e406e467fb037f74a616a004be642212.jpg,AvulsionFracture,Train,3,8.978064,-35.04283
dataset/AvulsionFracture/Train/image31_jpeg.rf.c31b74efca3394ab4c71a1e5ac50306.jpg,AvulsionFracture,Train,5,12.110113,3.5874
dataset/AvulsionFracture/Train/image31_jpeg.rf.c31b74efca3394ab54c71a1e5ac50306.jpg,AvulsionFracture,Train,3,12.178904,-29.755205
dataset/AvulsionFracture/Train/image3_jpeg.rf.70e5a26cf73c48a5692c11c1deea98e4.jpg,AvulsionFracture,Train,6,34.68089,-11.214983
dataset/AvulsionFracture/Train/image4_jpeg.rf.fcb144c2ca481bd5d99340ba46574506.jpg,AvulsionFracture,Train,4,12.189833,29.789202
dataset/AvulsionFracture/Train/image5_jpeg.rf.f61b5e479448497066f77237b9d084f9.jpg,AvulsionFracture,Train,2,6.3321853,-2.5071142
dataset/AvulsionFracture/Train/image6_jpeg.rf.705e5cb2166c15baf86ae05ae1c534bb.jpg,AvulsionFracture,Train,9,21.003843,8.066524
dataset/AvulsionFracture/Train/image7_jpeg.rf.cdf517093bf5477debbf9bb78a330625.jpg,AvulsionFracture,Train,5,3.0493288,-3.9251828
dataset/AvulsionFracture/Train/image8_jpeg.rf.7e052c435cfae6bfa73077eacacf710f.jpg,AvulsionFracture,Train,5,17.961456,-8.261233
dataset/AvulsionFracture/Train/image9_jpeg.rf.4f7d7cb5a7a3ff33253bb4769fdaf32c.jpg,AvulsionFracture,Train,2,-25.891108,16.812483
dataset/AvulsionFracture/Train/images10_jpg.rf.e1ad8c3effdf417ef7e6ec06dfeebc15.jpg,AvulsionFracture,Train,5,12.8517475,-12.123559
dataset/AvulsionFracture/Train/images13_jpg.rf.1cda91b014c68ffe86a6fa06ac89eb9a.jpg,AvulsionFracture,Train,5,-12.607409,-15.1571045
dataset/AvulsionFracture/Train/images15_jpg.rf.791e6a68039a07804cc5c7e714abffd7.jpg,AvulsionFracture,Train,9,33.071278,6.107714
dataset/AvulsionFracture/Train/images16_jpg.rf.d505cf1bdaa5e3f74e3c3f6bd2145185.jpg,AvulsionFracture,Train,4,18.487036,34.314198
dataset/AvulsionFracture/Train/images20_jpg.rf.62aeaabb8aa2467371f2f9f4838495f9.jpg,AvulsionFracture,Train,2,-19.20575,23.218998
dataset/AvulsionFracture/Train/images21_jpg.rf.0ef452a83232fc2e6705bd968fa29737.jpg,AvulsionFracture,Train,3,12.123301,-33.00621
dataset/AvulsionFracture/Train/images22_jpg.rf.f66863f67a82f47a67f263e410ee8d4a.jpg,AvulsionFracture,Train,5,12.306418,-17.748575
dataset/AvulsionFracture/Train/images24_jpg.rf.09d198828844a4334157a33d88625c3b.jpg,AvulsionFracture,Train,3,24.394587,-18.857645
dataset/AvulsionFracture/Train/images26_jpg.rf.1b82fb47010737394b99f8f0d5eb9d6d.jpg,AvulsionFracture,Train,8,-46.673447,10.950145
dataset/AvulsionFracture/Train/images2_jpg.rf.004dfc1919a390d5e6c93b5634105a66.jpg,AvulsionFracture,Train,8,-30.739832,13.46286
dataset/AvulsionFracture/Train/images3_jpg.rf.de0165f64aa6a64ce3dd9552eb0165b7.jpg,AvulsionFracture,Train,0,-13.618979,-12.789524
dataset/AvulsionFracture/Train/images5_jpg.rf.9aef7c8db80fe7194a89674aae2a0838.jpg,AvulsionFracture,Train,4,15.650452,9.339667
dataset/AvulsionFracture/Train/images6_jpg.rf.f29e7c4f796ef2a38a055ec325194fab.jpg,AvulsionFracture,Train,9,5.985961,2.3913565
dataset/AvulsionFracture/Train/images7_jpg.rf.c4419176d2a7d3f8e26f04a4e4a82cf7.jpg,AvulsionFracture,Train,1,22.30016,-1.0270756
dataset/AvulsionFracture/Train/images9_jpg.rf.c7cfaf208f09581e9eae3e22174f9509.jpg,AvulsionFracture,Train,7,-27.35679,-15.357996
dataset/AvulsionFracture/Train/images_jpg.rf.0ce1d5a7ca4c319ff39d4445df37f3f.jpg,AvulsionFracture,Train,5,2.4192097,-5.4497514
dataset/AvulsionFracture/Train/images_jpg.rf.0ce1d5a7ca4c319ff39d444e5df37f3f.jpg,AvulsionFracture,Train,9,-12.276742,17.923536
dataset/AvulsionFracture/Train/jbsr-104-1-2180-g1_png.rf.d25dbeb8e4b12c378e082b7f753eb60a.jpg,AvulsionFracture,Train,4,21.13076,16.149826
dataset/AvulsionFracture/Train/jbsr-104-1-2180-g1_png.rf.dbeb8e4b12c378e082b7f753eb60a.jpg,AvulsionFracture,Train,5,16.243834,-10.5515175
dataset/AvulsionFracture/Train/jcs372-g001_jpg.rf.c7a28478b9626ae41e243f25c2618e95.jpg,AvulsionFracture,Train,3,10.486213,23.264254
dataset/AvulsionFracture/Train/jospt-620-fig001_jpg.rf.a6c6b3ecde58b099587c889367527cac.jpg,AvulsionFracture,Train,2,-19.991867,16.86825
dataset/AvulsionFracture/Train/jum14189-fig-0003-m_jpg.rf.8c08987a911f109ccc695630259c4071.jpg,AvulsionFracture,Train,7,-36.223576,-0.5365028
dataset/AvulsionFracture/Train/jum14189-fig-0003-m_jpg.rf.8c08987a911f109ccc695659c4071.jpg,AvulsionFracture,Train,7,-39.21499,-4.896663
dataset/AvulsionFracture/Train/knee-X-rays-showing-a-displaced-avulsion-fracture-of-the-tibial-tuberosity_jpg.rf.e16eee5a24caa9e868c41554ed1c3620.jpg,AvulsionFracture,Train,7,-41.76285,-14.921699
dataset/AvulsionFracture/Train/knee-X-rays-showing-a-displaced-avulsion-fracture-of-the-tibiauberosity_jpg.rf.e16eee5a24caa9e868c41554ed1c3620.jpg,AvulsionFracture,Train,7,-32.434105,-9.746461
dataset/AvulsionFracture/Train/lightbox_1822d4007d9b11eab7338708af0fabaf-IMG_20191029_122622-2-_png.rf.90495f17b148a38bbd74de2818c6b36b.jpg,AvulsionFracture,Train,5,14.992943,4.164359
dataset/AvulsionFracture/Train/peroneal-avulsion_png.rf.f99934ab4ea691283e934c3eec1a542d.jpg,AvulsionFracture,Train,7,-36.643135,-11.414111
dataset/AvulsionFracture/Train/ray-showed-an-avulsion-fracture-at-the-base-of-DP_Q320_jpg.rf.9e506395a15ac5083ee709c17345558c.jpg,AvulsionFracture,Train,1,19.553272,2.3754342
dataset/AvulsionFracture/Train/slide_5_jpg.rf.633ceaa5b85a07c9fab2ef182e12bc72.jpg,AvulsionFracture,Train,7,2.8949292,-12.305829
dataset/AvulsionFracture/Train/spine_jpg.rf.9ba16757b6874ae00f935cc8eae5.jpg,AvulsionFracture,Train,8,-33.981606,14.681084
dataset/AvulsionFracture/Train/spine_jpg.rf.9ba16757b6874ae943c00f935cc8eae5.jpg,AvulsionFracture,Train,7,-16.60348,-13.468181
dataset/AvulsionFracture/Train/tcr-5-078-001_jpg.rf.d4099231ae325a7cbcaa0488a5882079.jpg,AvulsionFracture,Train,9,28.2416,22.977333
dataset/AvulsionFracture/Train/tibial-spine_-avulsion_jpg.rf.275ac4b79ba72cb8b3e7f507271fdf42.jpg,AvulsionFracture,Train,7,-30.550777,-16.669756
dataset/ComminutedFracture/Test/IMG-0001-00001_jumbo_jpeg.rf.4af5e7c047bac2007869a5e19663eb77.jpg,ComminutedFracture,Test,8,-1.9275318,11.304766
dataset/ComminutedFracture/Test/Picture1_jpg.rf.8f2419c6c065392dfad896e83f29f0cf.jpg,ComminutedFracture,Test,1,23.954193,-7.110708
dataset/ComminutedFracture/Test/Radiograph-showing-a-comminuted-fracture-of-the-middle-third-of-the-right-femur-in-a_png.rf.ade9ed22124189b5d0f8cd51b03033e2.jpg,ComminutedFracture,Test,3,0.36928272,-30.610008
dataset/ComminutedFracture/Test/T1507F01_Fig03B_jpg.rf.ca5bf37cc498403dd7bc84931bda4253.jpg,ComminutedFracture,Test,1,25.25454,-7.6096354
dataset/ComminutedFracture/Test/X-ray-2-comminuted-displaced-fracture_png.rf.ace79e6f0ec1e6ec4037943cc83c14d4.jpg,ComminutedFracture,Test,0,-16.05175,-2.1935441
dataset/ComminutedFracture/Test/X-ray_of_a_comminuted_hip_fracture_jpg.rf.6725d6fabfddc890e45180cf483808a9.jpg,ComminutedFracture,Test,0,23.614166,11.591777
dataset/ComminutedFracture/Test/images94_jpg.rf.1be75680f0289a4d2bcc8d0c112a3453.jpg,ComminutedFracture,Test,4,9.136539,27.924025
dataset/ComminutedFracture/Test/images95_jpg.rf.54b02400b9746a0aafc2c9b4d6d98332.jpg,ComminutedFracture,Test,4,12.81687,24.784481
dataset/ComminutedFracture/Test/images96_jpg.rf.1d432bc0a70d58cc78b19f48746b3f02.jpg,ComminutedFracture,Test,8,-37.358635,14.089473
dataset/ComminutedFracture/Test/images98_jpg.rf.411320e212e6bd90114d4f8832a7fc1c.jpg,ComminutedFracture,Test,3,20.722641,-20.7968
dataset/ComminutedFracture/Test/images99_jpg.rf.52c1ae7d26ef95067175fe511216338a.jpg,ComminutedFracture,Test,0,-12.30971,-5.382823
dataset/ComminutedFracture/Test/leg-displacement-two-projections-white-background-vertical-image-x-248620996_jpg.rf.15fe0e9e9b93d8870cbc808e994bf03e.jpg,ComminutedFracture,Test,6,40.456257,-9.952675
dataset/ComminutedFracture/Test/open-fracture-tibia_jpg.rf.792969425566c2fe5437ac8a1aa400dc.jpg,ComminutedFracture,Test,0,-20.304497,-9.646596
dataset/ComminutedFracture/Test/preop-x-ray-showing-badly-comminuted-fracture-proximal-tibia-rama-krishna-hospital_jpg.rf.3662dfd3b1b367d8e8eb71178999dbe8.jpg,ComminutedFracture,Test,4,17.14651,28.314734
dataset/ComminutedFracture/Train/0-_jumbo_jpeg.rf.7925062f37e327162df7d528ab8d245f.jpg,ComminutedFracture,Train,4,2.0864627,35.733093
dataset/ComminutedFracture/Train/059ba7d36491f99746b604ce4caa16_gallery_jpeg.rf.07edace837b62cc4a9da6c816c4caabe.jpg,ComminutedFracture,Train,0,7.569653,24.796608
dataset/ComminutedFracture/Train/083017orthodxfigure101_1281411_jpg.rf.2d1a32af448d06416d7e89a1656d1b77.jpg,ComminutedFracture,Train,7,-40.727913,4.3664265
dataset/ComminutedFracture/Train/10140_2011_941_Fig2_HTML_jpg.rf.37eefc302b45d5a693e0dfbf6e629426.jpg,ComminutedFracture,Train,7,-28.403843,-3.4553714
dataset/ComminutedFracture/Train/10d41db0c5b211ecaf8f3b25e1532d5e-Figure-1-ab_png.rf.2b8f2e1fb03a549c1255a9d94aa8f7d8.jpg,ComminutedFracture,Train,6,28.385906,-22.075304
dataset/ComminutedFracture/Train/10d41db0c5b211ecaf8f3b25e15igure-1-ab_png.rf.2b8f2e1fb03a549c1255a9d94aa8f7d8.jpg,ComminutedFracture,Train,3,20.177282,-18.755665
dataset/ComminutedFracture/Train/110005_jumbo_jpeg.rf.4d42ca9d986abd70ea8fda02ae1bd48e.jpg,ComminutedFracture,Train,9,37.288498,19.697962
dataset/ComminutedFracture/Train/13018_2019_1385_Fig1_HTML_png.rf.a5d26d2db8ec1989bb7c626c49b6d906.jpg,ComminutedFracture,Train,7,-19.386873,5.0511622
dataset/ComminutedFracture/Train/13018_2019_1385_Fig3_HTML_png.rf.7dd507a30814c5c85f2013bda753d622.jpg,ComminutedFracture,Train,3,-22.927896,-9.359973
dataset/ComminutedFracture/Train/20121tn_jpg.rf.595356bbc69f8bae274a3c16b720bd9d.jpg,ComminutedFracture,Train,3,-10.322133,-17.849121
dataset/ComminutedFracture/Train/20467tn_jpg.rf.0305d8adb13b816658d5b933ed02ac6f.jpg,ComminutedFracture,Train,6,40.078064,-2.7984064
dataset/ComminutedFracture/Train/21135tn_jpg.rf.a87fc40b05fbd5c5cfdfdbd84caef384.jpg,ComminutedFracture,Train,1,-0.86462784,1.9356059
dataset/ComminutedFracture/Train/2_jpg.rf.d9b17b4172ebe50ee602011b8ee7b272.jpg,ComminutedFracture,Train,5,-0.05606423,-27.127134
dataset/ComminutedFracture/Train/2_jpg.rf.d9b17b4172ebe50ee602011be7b272.jpg,ComminutedFracture,Train,7,-27.42609,-1.4928856
dataset/ComminutedFracture/Train/2j96ew8_jpg.rf.562559298d1c3fecd554d372b90bd166.jpg,ComminutedFracture,Train,8,-35.481644,15.374254
dataset/ComminutedFracture/Train/2j96ewr_jpg.rf.2471c83791b64a5fb10def3ce4ea8bef.jpg,ComminutedFracture,Train,3,26.076681,-17.683792
dataset/ComminutedFracture/Train/305547tn_jpg.rf.6ade706b544f0fd96738769085b99bc1.jpg,ComminutedFracture,Train,4,13.995135,20.809624
dataset/ComminutedFracture/Train/32048tn_jpg.rf.9b69767d2583ebce1ec13bc008291940.jpg,ComminutedFracture,Train,5,7.001993,-17.418535
dataset/ComminutedFracture/Train/5081d925b301b_jpg.rf.e029d85e093fcadb3a8e4bbb57f0fc9a.jpg,ComminutedFracture,Train,3,-10.344909,-9.458207
dataset/ComminutedFracture/Train/5263f9bac94205116acd9caf6d386c_jumbo_png.rf.be2be0fa76ef6d18150765f31ec4a2f9.jpg,ComminutedFracture,Train,4,13.278028,26.92972
dataset/ComminutedFracture/Train/58d30dd538473a546723c79e347c9f1b03a3d3131f5c3a1d0466f21526008fd7_gallery_jpeg.rf.92adacfca948385a6cee89ce170f4f24.jpg,ComminutedFracture,Train,6,29.665043,-13.880668
dataset/ComminutedFracture/Train/798bdba5bfea0252051940ce782bb2_jumbo_jpeg.rf.b77df08eec1dfb556bcbd8111607d6e1.jpg,ComminutedFracture,Train,7,-41.391914,-4.3666368
dataset/ComminutedFracture/Train/87da0f2547dc990c9ec77ad8fc5203_gallery-JPEG_jpg.rf.8c0a1c1411fb548ba1cdfc5c57cbe9f9.jpg,ComminutedFracture,Train,1,-3.8766859,-21.46452
dataset/ComminutedFracture/Train/9d79b527cca86a56fa24c88017e6bbd4-x-rays-physiology_jpg.rf.6e30d9c2b060a4d6a916d979e3be13f7.jpg,ComminutedFracture,Train,3,-10.852415,-27.692736
