filepath,class,split,width,height,readable,is_duplicate,is_size_outlier,file_size_kb,md5
dataset/AvulsionFracture/Train/9781604064797_ch092_f001_jpg.rf.89e30c33eebe51177be42787ddaa7745.jpg,AvulsionFracture,Train,640,640,True,False,False,23.6,26a78aade95ff548d36ea4db97548948
dataset/AvulsionFracture/Train/F1-large2_jpg.rf.c2d3078f808a8a85ce1563a8b857820d.jpg,AvulsionFracture,Train,549,576,True,False,False,63.46,c8678f356022d223c54332a701d402df
dataset/AvulsionFracture/Train/F1-large4_jpg.rf.4252b8d03c32b5e5299279de5619cc.jpg,AvulsionFracture,Train,283,312,True,False,False,12.16,99c10c0a74e04c427b03d347e1acd7f7
dataset/AvulsionFracture/Train/F1-large4_jpg.rf.4252b8d03c32b5e529927f9de5619cc.jpg,AvulsionFracture,Train,282,360,True,False,False,11.77,8a42776a1fd8dee247ef0ea682956f20
dataset/AvulsionFracture/Train/F1-large_jpg.rf.a6f3a67ddd8ce10a037193d8121b5bea.jpg,AvulsionFracture,Train,612,624,True,False,False,69.94,688a8b60213bb933cef2db223751cf23
dataset/AvulsionFracture/Train/FTCjoRnWQAMETYF_jpg.rf.662d6aa8680d248cac375a7256e0fa3f.jpg,AvulsionFracture,Train,455,580,True,False,False,82.38,4525f3e9e559c9a59e95aa3e30b3cb35
dataset/AvulsionFracture/Train/Inked2d59fd50936098df8ddf49c912e70b_gallery_jpg.rf.0a4f68fb0c9b522ce75a26df6061f_LI.jpg,AvulsionFracture,Train,453,453,True,False,False,39.75,2d8b9c9e54f6382d62d334a612c1fe7d
dataset/AvulsionFracture/Train/Inked2d59fd50936098df8ddf49c912e70b_gallery_jpg.rf.0a4f68fb0c9bcea262bbdf6061f_LI_Moment.jpg,AvulsionFracture,Train,640,640,True,False,False,38.45,a29bbb509528c73b496a1f596b6aa42c
dataset/AvulsionFracture/Train/Inkedcalcanealavulsionfx_png.rf.ff0595970365ef9d194318f215ccbc26_LI.jpg,AvulsionFracture,Train,640,640,True,False,False,575.13,78d6cc915f955542e85a312b10eeafa8
dataset/AvulsionFracture/Train/Left-knee-AP-and-lateral-radiographs-showing-avulsion-fracture-of-the-tibial-tuberosity_jpg.rf.b131781339048c6fe26875bcef812a2.jpg,AvulsionFracture,Train,345,454,True,False,False,19.57,8f2e1c68a7ab8eb3a21fb49a262a5a37
dataset/AvulsionFracture/Train/Left-knee-AP-and-lateral-radiographs-showing-avulsion-fracture-of-the-tibial-tuberosity_jpg.rf.b13178133904e8c6fe26875bcef812a2.jpg,AvulsionFracture,Train,157,565,True,False,False,32.85,b6d152e12ded1887b74e4c115ac96422
dataset/AvulsionFracture/Train/Left_lateral_malleolus_avulsion_fracture_jpg.rf.83d50e146146ab622ad5fa95e5d3d2f5.jpg,AvulsionFracture,Train,408,624,True,False,False,59.92,abe8002632df5fd150a1ce15acc269d2
dataset/AvulsionFracture/Train/MalletFinger-PNG_jpg.rf.6ba864d6512079c3aa42b86feeb424d1.jpg,AvulsionFracture,Train,406,594,True,False,False,43.76,6120f79d84bb6f30f35cbf6bca7ff186
dataset/AvulsionFracture/Train/Pelvic_2_jpg.rf.f1d594abda0640caa3c3a07c99091f7e.jpg,AvulsionFracture,Train,454,439,True,False,False,57.99,a53eb9ea8fff12e439c5d75fe661d99d
dataset/AvulsionFracture/Train/Pelvic_4_jpg.rf.ffd15f48b6fb3dbd95c59e02c6ef946b.jpg,AvulsionFracture,Train,590,640,True,False,False,76.79,aca4e3943b1e8c2814cc9df6c8c7c7a7
dataset/AvulsionFracture/Train/Pre-operative-X-ray-shows-avulsion-fracture-of-the-fibular-head-without-dcation-of_png.rf.e7b4718d35f57eb561940fa4509d1cf2.jpg,AvulsionFracture,Train,286,621,True,False,False,22.43,68620033cd1867699d45d92b32798608
dataset/AvulsionFracture/Train/Pre-operative-X-ray-shows-avulsion-fracture-of-the-fibular-head-without-dislocation-of_png.rf.e7b4718d35f57eb561940fa4509d1cf2.jpg,AvulsionFracture,Train,249,625,True,False,False,39.85,ab6640b88c6a0fe2f10a4337986026c5
dataset/AvulsionFracture/Train/SaudiJSportsMed_2017_17_1_22_197465_u1_jpg.rf.90c56f07b7728660ce6cfba13e332f6d.jpg,AvulsionFracture,Train,262,640,True,False,False,47.46,aa9b3bfeaadc3864cc0edbd9a7bc151a
dataset/AvulsionFracture/Train/SaudiJSportsMed_2021_21_2_69_327488_f1_jpg.rf.7acce1c23e10ac231fa340b32dc2.jpg,AvulsionFracture,Train,241,640,True,False,False,16.7,4d28d1d4ae278f00c3367b11bfa67c09
dataset/AvulsionFracture/Train/SaudiJSportsMed_2021_21_2_69_327488_f1_jpg.rf.7accebb5e1c23e10ac231fa340b32dc2.jpg,AvulsionFracture,Train,232,640,True,False,False,42.59,1580e30508c632e02b7089d0e0646874
dataset/AvulsionFracture/Train/SaudiJSportsMed_20465_u1_jpg.rf.90c56f07b7728660ce6cfba13e332f6d.jpg,AvulsionFracture,Train,248,640,True,False,False,24.45,e06b9e3aa6f7a8c3ddc4f0166df4d4ce
dataset/AvulsionFracture/Train/Segond-Fx-label-2_png.rbecbcb0ff8e7e06cb974569469.jpg,AvulsionFracture,Train,579,368,True,False,False,15.32,488101e9ebea2391763bb192fca1f199
dataset/AvulsionFracture/Train/Segond-Fx-label-2_png.rf.ebecbcb0f575f895e7e06cb974569469.jpg,AvulsionFracture,Train,270,309,True,False,False,32.8,02c755232c021cc019527c7b25100952
dataset/AvulsionFracture/Train/Segond-Fx-label-2_png.rf.ebecbcb0ff895e7e06cb974569469.jpg,AvulsionFracture,Train,288,310,True,False,False,12.61,0fe23e7985669739d39dec22c7f8bac9
dataset/AvulsionFracture/Train/Segond-Fx-label-2_png.rf.ebecbcb0ff8e7e06cb974569469.jpg,AvulsionFracture,Train,288,310,True,False,False,13.28,337c4faf39d09b5ffe5b004431c79c02
dataset/AvulsionFracture/Train/arm-39-473-g002_jpg.rf.6148aa4ee9d3a52d47dfd2131450cb5d.jpg,AvulsionFracture,Train,640,640,True,False,False,39.82,33d8e8013c7791a912dc96880d2230ef
dataset/AvulsionFracture/Train/cow205lg_jpg.rf.80b53235cf34318f1b3973ef5eb9627a.jpg,AvulsionFracture,Train,585,640,True,False,False,58.3,d3fbd07037082af18a92f66ac438c14b
dataset/AvulsionFracture/Train/cow539-2_jpg.rf.6016bc74fad63aefd02c973b2a7994f0.jpg,AvulsionFracture,Train,593,593,True,False,False,57.04,dfaacb7eaf0b214286eeb91b4c356406
dataset/AvulsionFracture/Train/cow539-3_jpg.rf.71e336264ac124aeb83eb286373554da.jpg,AvulsionFracture,Train,636,596,True,False,False,59.09,d0e4896c0cf7f2d2543f69dbbc7fc208
dataset/AvulsionFracture/Train/cow539-4_jpg.rf.e48668495cb14d0493e092b1ff23c4fe.jpg,AvulsionFracture,Train,635,593,True,False,False,48.22,114582996a4450cfd86f9f049b179bde
dataset/AvulsionFracture/Train/e35976_4fe265db4c064d53bc55e857fbecc28dmv2_png.rf.48ff6ace881ba10b5937fd34990c4f6.jpg,AvulsionFracture,Train,244,640,True,False,False,26.11,fdca18ca1aa8d0b776adf18626993356
dataset/AvulsionFracture/Train/e35976_4fe265db4c064d53bc55e857fbecc28dmv2_png.rf.48ff6ace881ba10b5937fd534990c4f6.jpg,AvulsionFracture,Train,213,453,True,False,False,34.53,0dc804856649d8088a74e6ac675c8bfa
dataset/AvulsionFracture/Train/g08oc12g07b_jpeg.rf.c5d8e582e388077397dc7f5418ec818c.jpg,AvulsionFracture,Train,395,520,True,False,False,42.58,6c9a92502dc0f20af93abe2d457e11fb
dataset/AvulsionFracture/Train/g08oc12g10a_jpeg.rf.b3c91a586684ff23feec0e24add35b5b.jpg,AvulsionFracture,Train,520,620,True,False,False,64.12,20b56838ef427f6cf6a65454aacf6b4b
dataset/AvulsionFracture/Train/g08oc12g13a_jpeg.rf.fb2516cd00452087ae81453b856e5eb7.jpg,AvulsionFracture,Train,608,534,True,False,False,53.5,9a2fff5762f473011007ffed6739af84
dataset/AvulsionFracture/Train/gr1_lrg_jpg.rf.bf893d54341142976a0672dd088ded3d.jpg,AvulsionFracture,Train,610,619,True,False,False,74.05,958c91ba59e86938bb9458c4db52cda8
dataset/AvulsionFracture/Train/image10_jpeg.rf.b566b1f5626a3292fe805699e784a175.jpg,AvulsionFracture,Train,640,640,True,False,False,20.51,b6f76d68e0282804037f07bc9c901041
dataset/AvulsionFracture/Train/image11_jpeg.rf.4da4acf6d2c1d061687b597494c6ee8c.jpg,AvulsionFracture,Train,542,640,True,False,False,49.74,f33f6eceb8995eb6588a4d2de3f2d60c
dataset/AvulsionFracture/Train/image12_jpeg.rf.6e3f63e525a932c38c3bed3c97a48f5e.jpg,AvulsionFracture,Train,640,640,True,False,False,23.48,862e38d752f40eb228498dcd5d62be23
dataset/AvulsionFracture/Train/image13_jpeg.rf.629135763282eca324d34d3bdde57075.jpg,AvulsionFracture,Train,640,640,True,False,False,32.15,b05ec8829d08089cbfe9e50a9e063b6f
dataset/AvulsionFracture/Train/image14_jpeg.rf.359749fca105f483ac0fdf9973fec7ee.jpg,AvulsionFracture,Train,640,640,True,False,False,26.46,66110e72bc5a6f7100bf7594fa757d2a
dataset/AvulsionFracture/Train/image18_jpeg.rf.9d59531f4a8ac9f6a04b858e56cea.jpg,AvulsionFracture,Train,274,570,True,False,False,15.82,fb070bedc108161b2689cdabe27d9aa6
dataset/AvulsionFracture/Train/image18_jpeg.rf.9d59531f4a8ac9f6a09d34b858e56cea.jpg,AvulsionFracture,Train,208,595,True,False,False,32.79,b88782a651fcfa5ff2f4bbd66d7249fd
dataset/AvulsionFracture/Train/image19_jpeg.rf.83625b51238263f7220c91aab55d5aa0.jpg,AvulsionFracture,Train,533,640,True,False,False,43.35,4beca03e5171cf3d0345f1b493f97761
dataset/AvulsionFracture/Train/image20_jpeg.rf.66d531034ff0808d7988f5de176b10fa.jpg,AvulsionFracture,Train,640,640,True,False,False,26.43,55ebbaba6df996b417419a61ea5ab9e8
dataset/AvulsionFracture/Train/image210_jpeg.rf.a9a08c3f3525414fd06895935e631ce5.jpg,AvulsionFracture,Train,313,640,True,False,False,45.54,1863ef320ecc8b453b10166cc855e6b1
dataset/AvulsionFracture/Train/image210_jpeg.rf.a9a08c3f3525414fd0689593e631ce5.jpg,AvulsionFracture,Train,307,640,True,False,False,19.18,c9c2ac693c7d94a25e6c471e99a30c25
dataset/AvulsionFracture/Train/image21_jpeg.rf.0626d85b6de6fed9102a1a4eb179c7f3.jpg,AvulsionFracture,Train,289,640,True,False,False,39.1,297d60bff8174d8aed2e041625ab9c1b
dataset/AvulsionFracture/Train/image22_jpeg.rf.45894d44324a7251eb5d3af227bdd003.jpg,AvulsionFracture,Train,640,640,True,False,False,25.97,142a221d211c0770d2cb598e93444dcb
dataset/AvulsionFracture/Train/image23_jpeg.rf.e356cb69158aed1da5d1fda94acc09df.jpg,AvulsionFracture,Train,640,640,True,False,False,28.2,c678173a701c5a3f7c2668eff5b94472
dataset/AvulsionFracture/Train/image24_jpeg.rf.c27397dcbd767c2e575db5eaf2e4b20d.jpg,AvulsionFracture,Train,339,538,True,False,False,36.56,6c2a3d3bfafc8cfb7bafa517885de0f0
dataset/AvulsionFracture/Train/image25_jpeg.rf.ce36231a54a62ee9d6ebbafc0fd859ea.jpg,AvulsionFracture,Train,640,640,True,False,False,26.86,4dabf810354be75f25b7548a598da56b
dataset/AvulsionFracture/Train/image26_jpeg.rf.67555d2f3465a28984327b08ec6c0325.jpg,AvulsionFracture,Train,640,640,True,False,False,25.37,14001e40ecaddbf7908c6257dcde3104
dataset/AvulsionFracture/Train/image27_jpeg.rf.04e6a6566836e916582714dfb62d7c13.jpg,AvulsionFracture,Train,640,640,True,False,False,28.45,51a54fd7339c3cff305dd853aa3be8f6
dataset/AvulsionFracture/Train/image28_jpeg.rf.99fe6c384f84967b5c5ef00bb70d6741.jpg,AvulsionFracture,Train,525,640,True,False,False,52.64,425f369ec4feff06b9c8c9b76727122a
dataset/AvulsionFracture/Train/image30_jpeg.rf.e406e467fb037f74a61604be642212.jpg,AvulsionFracture,Train,277,619,True,False,False,22.33,e7680d2d655417fc09adb355f855dfc1
dataset/AvulsionFracture/Train/image30_jpeg.rf.e406e467fb037f74a616a004be642212.jpg,AvulsionFracture,Train,268,621,True,False,False,41.23,93367efc6f2d847f1624f22b7604fcf3
dataset/AvulsionFracture/Train/image31_jpeg.rf.c31b74efca3394ab4c71a1e5ac50306.jpg,AvulsionFracture,Train,357,640,True,False,False,31.82,fe6475d8f8854be0ac76a4b234f70a93
dataset/AvulsionFracture/Train/image31_jpeg.rf.c31b74efca3394ab54c71a1e5ac50306.jpg,AvulsionFracture,Train,300,640,True,False,False,43.07,0645c40332808ae33d582d78dcc61293
dataset/AvulsionFracture/Train/image3_jpeg.rf.70e5a26cf73c48a5692c11c1deea98e4.jpg,AvulsionFracture,Train,640,640,True,False,False,23.01,a45f7af98e7e313c06d0e497c301dc6a
dataset/AvulsionFracture/Train/image4_jpeg.rf.fcb144c2ca481bd5d99340ba46574506.jpg,AvulsionFracture,Train,640,640,True,False,False,35.18,c4aaad4e90a1149be3e3d3b887caee18
dataset/AvulsionFracture/Train/image5_jpeg.rf.f61b5e479448497066f77237b9d084f9.jpg,AvulsionFracture,Train,467,640,True,False,False,58.99,0f0526207bbe76b5f38082e1b75791f4
dataset/AvulsionFracture/Train/image6_jpeg.rf.705e5cb2166c15baf86ae05ae1c534bb.jpg,AvulsionFracture,Train,640,573,True,False,False,67.0,816f7428f5230b15e28c77deace5fc5a
dataset/AvulsionFracture/Train/image7_jpeg.rf.cdf517093bf5477debbf9bb78a330625.jpg,AvulsionFracture,Train,499,601,True,False,False,61.17,42311e074a02c73869ff1f14dd30acee
dataset/AvulsionFracture/Train/image8_jpeg.rf.7e052c435cfae6bfa73077eacacf710f.jpg,AvulsionFracture,Train,472,640,True,False,False,53.25,85a34316a9961a1411a026a112fb4080
dataset/AvulsionFracture/Train/image9_jpeg.rf.4f7d7cb5a7a3ff33253bb4769fdaf32c.jpg,AvulsionFracture,Train,640,640,True,False,False,21.06,755c570360afc0539ca910fe65fb1c10
dataset/AvulsionFracture/Train/images10_jpg.rf.e1ad8c3effdf417ef7e6ec06dfeebc15.jpg,AvulsionFracture,Train,515,515,True,False,False,50.53,8621662f977a9f854cd3ce992c673350
dataset/AvulsionFracture/Train/images13_jpg.rf.1cda91b014c68ffe86a6fa06ac89eb9a.jpg,AvulsionFracture,Train,425,640,True,False,False,53.51,b431283b119c1086b0c703ebb7323af1
dataset/AvulsionFracture/Train/images15_jpg.rf.791e6a68039a07804cc5c7e714abffd7.jpg,AvulsionFracture,Train,640,640,True,False,False,22.36,048e9751795f13e7f21035a229f2b052
dataset/AvulsionFracture/Train/images16_jpg.rf.d505cf1bdaa5e3f74e3c3f6bd2145185.jpg,AvulsionFracture,Train,640,640,True,False,False,32.53,723392ebadb511bde93696750f7b8c2c
dataset/AvulsionFracture/Train/images20_jpg.rf.62aeaabb8aa2467371f2f9f4838495f9.jpg,AvulsionFracture,Train,640,640,True,False,False,22.49,13cc60f48f8b90ba2f3fa3ed5ddbfe3b
dataset/AvulsionFracture/Train/images21_jpg.rf.0ef452a83232fc2e6705bd968fa29737.jpg,AvulsionFracture,Train,232,561,True,False,False,38.26,1e560e314b04642b08dd9645fea48803
dataset/AvulsionFracture/Train/images22_jpg.rf.f66863f67a82f47a67f263e410ee8d4a.jpg,AvulsionFracture,Train,392,640,True,False,False,57.62,520453606d20288710d24acb3d48c11c
dataset/AvulsionFracture/Train/images24_jpg.rf.09d198828844a4334157a33d88625c3b.jpg,AvulsionFracture,Train,640,640,True,False,False,21.6,24c5ba8f4434742d2fd180e287b0f41b
dataset/AvulsionFracture/Train/images26_jpg.rf.1b82fb47010737394b99f8f0d5eb9d6d.jpg,AvulsionFracture,Train,640,640,True,False,False,17.42,c71dfb805191b979581a86a0b1b39d80
dataset/AvulsionFracture/Train/images2_jpg.rf.004dfc1919a390d5e6c93b5634105a66.jpg,AvulsionFracture,Train,640,640,True,False,False,17.9,3fc6a74842d99fb7c4daebfcfce78e83
dataset/AvulsionFracture/Train/images3_jpg.rf.de0165f64aa6a64ce3dd9552eb0165b7.jpg,AvulsionFracture,Train,640,640,True,False,False,18.79,737b80a84fca0de1c8f5a110b19ad214
dataset/AvulsionFracture/Train/images5_jpg.rf.9aef7c8db80fe7194a89674aae2a0838.jpg,AvulsionFracture,Train,640,640,True,False,False,34.53,72c5d1ffc3cadfe1e52942f861bc0312
dataset/AvulsionFracture/Train/images6_jpg.rf.f29e7c4f796ef2a38a055ec325194fab.jpg,AvulsionFracture,Train,640,640,True,False,False,21.35,666698cd87b8a0ce34cd283f51a14859
dataset/AvulsionFracture/Train/images7_jpg.rf.c4419176d2a7d3f8e26f04a4e4a82cf7.jpg,AvulsionFracture,Train,304,564,True,False,False,40.03,17f968751c85ec82274033ac48167706
dataset/AvulsionFracture/Train/images9_jpg.rf.c7cfaf208f09581e9eae3e22174f9509.jpg,AvulsionFracture,Train,640,640,True,False,False,19.08,b2ae75627c75a23ebf5b7b61e5360379
dataset/AvulsionFracture/Train/images_jpg.rf.0ce1d5a7ca4c319ff39d4445df37f3f.jpg,AvulsionFracture,Train,272,358,True,False,False,13.43,7676f102331fa856a3ecb3eb81168bed
dataset/AvulsionFracture/Train/images_jpg.rf.0ce1d5a7ca4c319ff39d444e5df37f3f.jpg,AvulsionFracture,Train,275,346,True,False,False,37.79,6be318384d84198c59b410d3b0f43be6
dataset/AvulsionFracture/Train/jbsr-104-1-2180-g1_png.rf.d25dbeb8e4b12c378e082b7f753eb60a.jpg,AvulsionFracture,Train,307,311,True,False,False,33.48,25e4d2a37a40ce47e602e83e0c66a638
dataset/AvulsionFracture/Train/jbsr-104-1-2180-g1_png.rf.dbeb8e4b12c378e082b7f753eb60a.jpg,AvulsionFracture,Train,331,320,True,False,False,15.32,f72e8d606cfb227b4bae899f9dd76fe4
dataset/AvulsionFracture/Train/jcs372-g001_jpg.rf.c7a28478b9626ae41e243f25c2618e95.jpg,AvulsionFracture,Train,640,640,True,False,False,38.68,c77440688fc4b5bbccb310282530e68f
dataset/AvulsionFracture/Train/jospt-620-fig001_jpg.rf.a6c6b3ecde58b099587c889367527cac.jpg,AvulsionFracture,Train,498,640,True,False,False,61.5,29e9c61dcb4ce1f3c2e5622eaec73524
dataset/AvulsionFracture/Train/jum14189-fig-0003-m_jpg.rf.8c08987a911f109ccc695630259c4071.jpg,AvulsionFracture,Train,276,640,True,False,False,38.35,cc54564dcabf67d923d2abd85d56fc83
dataset/AvulsionFracture/Train/jum14189-fig-0003-m_jpg.rf.8c08987a911f109ccc695659c4071.jpg,AvulsionFracture,Train,248,640,True,False,False,12.38,9d9a2abb48acf9536f2beb20d5331687
dataset/AvulsionFracture/Train/knee-X-rays-showing-a-displaced-avulsion-fracture-of-the-tibial-tuberosity_jpg.rf.e16eee5a24caa9e868c41554ed1c3620.jpg,AvulsionFracture,Train,299,636,True,False,False,53.66,fd68aaf5883771ab755bb3db8a6ed66c
dataset/AvulsionFracture/Train/knee-X-rays-showing-a-displaced-avulsion-fracture-of-the-tibiauberosity_jpg.rf.e16eee5a24caa9e868c41554ed1c3620.jpg,AvulsionFracture,Train,320,640,True,False,False,29.57,1e4d28b4f9e723c89d11e852bbd4dac7
dataset/AvulsionFracture/Train/lightbox_1822d4007d9b11eab7338708af0fabaf-IMG_20191029_122622-2-_png.rf.90495f17b148a38bbd74de2818c6b36b.jpg,AvulsionFracture,Train,371,506,True,False,False,56.81,008c27a40b6d947465c450be909470a6
dataset/AvulsionFracture/Train/peroneal-avulsion_png.rf.f99934ab4ea691283e934c3eec1a542d.jpg,AvulsionFracture,Train,240,486,True,False,False,32.49,b752d161518dfef0adea1c9460e80256
dataset/AvulsionFracture/Train/ray-showed-an-avulsion-fracture-at-the-base-of-DP_Q320_jpg.rf.9e506395a15ac5083ee709c17345558c.jpg,AvulsionFracture,Train,640,640,True,False,False,21.04,82dc22cb6643481c58506124327458eb
dataset/AvulsionFracture/Train/slide_5_jpg.rf.633ceaa5b85a07c9fab2ef182e12bc72.jpg,AvulsionFracture,Train,177,375,True,False,False,27.59,b0d6460ad263f06c32d6a75ab76e98ac
dataset/AvulsionFracture/Train/spine_jpg.rf.9ba16757b6874ae00f935cc8eae5.jpg,AvulsionFracture,Train,251,624,True,False,False,19.79,b3e88fa9493b3f377afd87b59b426795
dataset/AvulsionFracture/Train/spine_jpg.rf.9ba16757b6874ae943c00f935cc8eae5.jpg,AvulsionFracture,Train,199,611,True,False,False,34.56,50cbb8dc701a9144cf56fd7cc5620369
dataset/AvulsionFracture/Train/tcr-5-078-001_jpg.rf.d4099231ae325a7cbcaa0488a5882079.jpg,AvulsionFracture,Train,437,496,True,False,False,35.12,607077be3d687e5eab10b20c4a9326df
dataset/AvulsionFracture/Train/tibial-spine_-avulsion_jpg.rf.275ac4b79ba72cb8b3e7f507271fdf42.jpg,AvulsionFracture,Train,320,561,True,False,False,37.69,ed0652c2335ee072d09003a8d0fe1c81
dataset/ComminutedFracture/Test/IMG-0001-00001_jumbo_jpeg.rf.4af5e7c047bac2007869a5e19663eb77.jpg,ComminutedFracture,Test,182,385,True,False,False,27.93,c44b41af9f2f819fca0c243f83fa5547
dataset/ComminutedFracture/Test/Picture1_jpg.rf.8f2419c6c065392dfad896e83f29f0cf.jpg,ComminutedFracture,Test,636,355,True,False,False,56.38,15c3b33fb5e7a91f8a358c3806e12f42
dataset/ComminutedFracture/Test/Radiograph-showing-a-comminuted-fracture-of-the-middle-third-of-the-right-femur-in-a_png.rf.ade9ed22124189b5d0f8cd51b03033e2.jpg,ComminutedFracture,Test,640,640,True,False,False,19.36,281c8218be6acf3c66e7b91a7180c844
dataset/ComminutedFracture/Test/T1507F01_Fig03B_jpg.rf.ca5bf37cc498403dd7bc84931bda4253.jpg,ComminutedFracture,Test,254,639,True,False,False,38.25,ad1f2ab39ca8e9ae0119f6203cfdae76
