original_filepath,processed_filepath,class,final_split,success
dataset/ComminutedFracture/Test/X-ray_of_a_comminuted_hip_fracture_jpg.rf.6725d6fabfddc890e45180cf483808a9.jpg,dataset_processed/test/ComminutedFracture/00019_X-ray_of_a_comminuted_hip_fracture_jpg.rf.6725d6fabfddc890e45180cf483808a9.png,ComminutedFracture,test,True
dataset/ComminutedFracture/Test/images94_jpg.rf.1be75680f0289a4d2bcc8d0c112a3453.jpg,dataset_processed/test/ComminutedFracture/00020_images94_jpg.rf.1be75680f0289a4d2bcc8d0c112a3453.png,ComminutedFracture,test,True
dataset/ComminutedFracture/Test/images95_jpg.rf.54b02400b9746a0aafc2c9b4d6d98332.jpg,dataset_processed/test/ComminutedFracture/00021_images95_jpg.rf.54b02400b9746a0aafc2c9b4d6d98332.png,ComminutedFracture,test,True
dataset/ComminutedFracture/Test/images96_jpg.rf.1d432bc0a70d58cc78b19f48746b3f02.jpg,dataset_processed/test/ComminutedFracture/00022_images96_jpg.rf.1d432bc0a70d58cc78b19f48746b3f02.png,ComminutedFracture,test,True
dataset/ComminutedFracture/Test/images98_jpg.rf.411320e212e6bd90114d4f8832a7fc1c.jpg,dataset_processed/test/ComminutedFracture/00023_images98_jpg.rf.411320e212e6bd90114d4f8832a7fc1c.png,ComminutedFracture,test,True
dataset/ComminutedFracture/Test/images99_jpg.rf.52c1ae7d26ef95067175fe511216338a.jpg,dataset_processed/test/ComminutedFracture/00024_images99_jpg.rf.52c1ae7d26ef95067175fe511216338a.png,ComminutedFracture,test,True
dataset/ComminutedFracture/Test/leg-displacement-two-projections-white-background-vertical-image-x-248620996_jpg.rf.15fe0e9e9b93d8870cbc808e994bf03e.jpg,dataset_processed/test/ComminutedFracture/00025_leg-displacement-two-projections-white-background-vertical-image-x-248620996_jpg.rf.15fe0e9e9b93d8870cbc808e994bf03e.png,ComminutedFracture,test,True
dataset/ComminutedFracture/Test/open-fracture-tibia_jpg.rf.792969425566c2fe5437ac8a1aa400dc.jpg,dataset_processed/test/ComminutedFracture/00026_open-fracture-tibia_jpg.rf.792969425566c2fe5437ac8a1aa400dc.png,ComminutedFracture,test,True
dataset/ComminutedFracture/Test/preop-x-ray-showing-badly-comminuted-fracture-proximal-tibia-rama-krishna-hospital_jpg.rf.3662dfd3b1b367d8e8eb71178999dbe8.jpg,dataset_processed/test/ComminutedFracture/00027_preop-x-ray-showing-badly-comminuted-fracture-proximal-tibia-rama-krishna-hospital_jpg.rf.3662dfd3b1b367d8e8eb71178999dbe8.png,ComminutedFracture,test,True
dataset/FractureDislocation/Test/0-_jumbo_jpeg.rf.29079abb47d5de12076aed66aea08064.jpg,dataset_processed/test/FractureDislocation/00028_0-_jumbo_jpeg.rf.29079abb47d5de12076aed66aea08064.png,FractureDislocation,test,True
dataset/FractureDislocation/Test/0b0927c9e289f1b59085553d3ad46cf08b9566b76aa840d0a17d33c6e626825d_gallery_jpeg.rf.59cd1582385c6b6fbe54afaa63d5099e.jpg,dataset_processed/test/FractureDislocation/00029_0b0927c9e289f1b59085553d3ad46cf08b9566b76aa840d0a17d33c6e626825d_gallery_jpeg.rf.59cd1582385c6b6fbe54afaa63d5099e.png,FractureDislocation,test,True
dataset/FractureDislocation/Test/0f2621347d6757e99604be62938184_jumbo_jpg.rf.525e9b9d5a24047c4a22bbdd53cd1b2e.jpg,dataset_processed/test/FractureDislocation/00030_0f2621347d6757e99604be62938184_jumbo_jpg.rf.525e9b9d5a24047c4a22bbdd53cd1b2e.png,FractureDislocation,test,True
dataset/FractureDislocation/Test/1-s2-0-S1268773120301892-gr1_jpg.rf.a87a221ae10f0f11bf1e72867576588b.jpg,dataset_processed/test/FractureDislocation/00031_1-s2-0-S1268773120301892-gr1_jpg.rf.a87a221ae10f0f11bf1e72867576588b.png,FractureDislocation,test,True
dataset/FractureDislocation/Test/1-s2-0-S1268773120301892-gr1_rf.a87a221ae10f0f11bf1e72867576588b.jpg,dataset_processed/test/FractureDislocation/00032_1-s2-0-S1268773120301892-gr1_rf.a87a221ae10f0f11bf1e72867576588b.png,FractureDislocation,test,True
dataset/FractureDislocation/Test/10-1055-b-004-129594_c035_f009_jpg.rf.f834d08add09dc9092c544481c2b8907.jpg,dataset_processed/test/FractureDislocation/00033_10-1055-b-004-129594_c035_f009_jpg.rf.f834d08add09dc9092c544481c2b8907.png,FractureDislocation,test,True
dataset/FractureDislocation/Test/10-1055-b-004-129594_c035_f022_jpg.rf.79ff9d90432220e3d36eee868f6467f9.jpg,dataset_processed/test/FractureDislocation/00034_10-1055-b-004-129594_c035_f022_jpg.rf.79ff9d90432220e3d36eee868f6467f9.png,FractureDislocation,test,True
dataset/FractureDislocation/Test/1A_jpg.rf.0677856a44a86c9ddca947bda2.jpg,dataset_processed/test/FractureDislocation/00035_1A_jpg.rf.0677856a44a86c9ddca947bda2.png,FractureDislocation,test,True
dataset/FractureDislocation/Test/1A_jpg.rf.0677856a44a86c9ddcbda2.jpg,dataset_processed/test/FractureDislocation/00036_1A_jpg.rf.0677856a44a86c9ddcbda2.png,FractureDislocation,test,True
dataset/FractureDislocation/Test/1A_jpg.rf.0677856b851eba44a86c9ddca947bda2.jpg,dataset_processed/test/FractureDislocation/00037_1A_jpg.rf.0677856b851eba44a86c9ddca947bda2.png,FractureDislocation,test,True
dataset/FractureDislocation/Test/22097c143c33367ce6a14aab180507_jumbo_jpeg.rf.dba2616edbc6752417d3acf6acee8e6d.jpg,dataset_processed/test/FractureDislocation/00038_22097c143c33367ce6a14aab180507_jumbo_jpeg.rf.dba2616edbc6752417d3acf6acee8e6d.png,FractureDislocation,test,True
dataset/FractureDislocation/Test/29b6a23fc1e531976fdb651cdf0670_jumbo_jpeg.rf.54234605109401278f08c8cd98edf6c6.jpg,dataset_processed/test/FractureDislocation/00039_29b6a23fc1e531976fdb651cdf0670_jumbo_jpeg.rf.54234605109401278f08c8cd98edf6c6.png,FractureDislocation,test,True
dataset/FractureDislocation/Test/47yoMcentralhip_jpg.rf.6b862323b37cef4bf7c2131d48c837da.jpg,dataset_processed/test/FractureDislocation/00040_47yoMcentralhip_jpg.rf.6b862323b37cef4bf7c2131d48c837da.png,FractureDislocation,test,True
dataset/FractureDislocation/Test/77f8f82dd8cdcf805923a93b0185e1_gallery_jpeg.rf.63372be12ae61d75d4c632618aaadaeb.jpg,dataset_processed/test/FractureDislocation/00041_77f8f82dd8cdcf805923a93b0185e1_gallery_jpeg.rf.63372be12ae61d75d4c632618aaadaeb.png,FractureDislocation,test,True
dataset/FractureDislocation/Test/847b5a158bed0311bf28b5cd647088_jumbo_jpg.rf.271ac7bed7b0dc447ad19199a5292c3d.jpg,dataset_processed/test/FractureDislocation/00042_847b5a158bed0311bf28b5cd647088_jumbo_jpg.rf.271ac7bed7b0dc447ad19199a5292c3d.png,FractureDislocation,test,True
dataset/FractureDislocation/Test/86bc033b86310ef27328c4b723226a_jum422b4ebf41ac2a0d5043f304b7c1a.jpg,dataset_processed/test/FractureDislocation/00043_86bc033b86310ef27328c4b723226a_jum422b4ebf41ac2a0d5043f304b7c1a.png,FractureDislocation,test,True
dataset/FractureDislocation/Test/86bc033b86310ef27328c4b723226a_jumbo_jpeg.rf.7dd422b4ebf41ac2a0d5043f304b7c1a.jpg,dataset_processed/test/FractureDislocation/00044_86bc033b86310ef27328c4b723226a_jumbo_jpeg.rf.7dd422b4ebf41ac2a0d5043f304b7c1a.png,FractureDislocation,test,True
dataset/FractureDislocation/Test/89a0646700fc2a62049ff99073ce5d_jumbo_jpeg.rf.c56cb1e33641b1217effd83c152f1a02.jpg,dataset_processed/test/FractureDislocation/00045_89a0646700fc2a62049ff99073ce5d_jumbo_jpeg.rf.c56cb1e33641b1217effd83c152f1a02.png,FractureDislocation,test,True
dataset/FractureDislocation/Test/9c1cbdeaa3a92cda049b03cfc58323_jumbo_jpeg.rf.96d8da3e8e693938cf66f704952d954b.jpg,dataset_processed/test/FractureDislocation/00046_9c1cbdeaa3a92cda049b03cfc58323_jumbo_jpeg.rf.96d8da3e8e693938cf66f704952d954b.png,FractureDislocation,test,True
dataset/GreenstickFracture/Test/0-_jumbo_jpeg.rf.f83148ed2e6771e243f98f5595db6b9c.jpg,dataset_processed/test/GreenstickFracture/00047_0-_jumbo_jpeg.rf.f83148ed2e6771e243f98f5595db6b9c.png,GreenstickFracture,test,True
dataset/GreenstickFracture/Test/001_jumbo_jpeg.rf.ebf440662388fc36df361ce39890acb2.jpg,dataset_processed/test/GreenstickFracture/00048_001_jumbo_jpeg.rf.ebf440662388fc36df361ce39890acb2.png,GreenstickFracture,test,True
dataset/GreenstickFracture/Test/1-s2-0-S1930043321005148-gr1_j.rf.ea5be53ec584c7fa9e3e1ddba7210dd5.jpg,dataset_processed/test/GreenstickFracture/00049_1-s2-0-S1930043321005148-gr1_j.rf.ea5be53ec584c7fa9e3e1ddba7210dd5.png,GreenstickFracture,test,True
dataset/GreenstickFracture/Test/1-s2-0-S1930043321005148-gr1_jpg.rf.ea5be53ec584c7fa9e3e1ddba7210dd5.jpg,dataset_processed/test/GreenstickFracture/00050_1-s2-0-S1930043321005148-gr1_jpg.rf.ea5be53ec584c7fa9e3e1ddba7210dd5.png,GreenstickFracture,test,True
dataset/GreenstickFracture/Test/15ff6b9162cf7c04caad3fbd4f4a2e_gallery_jpg.rf.bdcd5db0dd212b125b361a70ddf63265.jpg,dataset_processed/test/GreenstickFracture/00051_15ff6b9162cf7c04caad3fbd4f4a2e_gallery_jpg.rf.bdcd5db0dd212b125b361a70ddf63265.png,GreenstickFracture,test,True
dataset/GreenstickFracture/Test/247_2019_4591_Fig4_HTML_jpg.rf.55ba8a51eb38363815c04444d7dcd509.jpg,dataset_processed/test/GreenstickFracture/00052_247_2019_4591_Fig4_HTML_jpg.rf.55ba8a51eb38363815c04444d7dcd509.png,GreenstickFracture,test,True
dataset/GreenstickFracture/Test/2560px-Greenstick_fracture2C_A-P_view_jpg.rf.290485498308a848fd2518e20b0426b1.jpg,dataset_processed/test/GreenstickFracture/00053_2560px-Greenstick_fracture2C_A-P_view_jpg.rf.290485498308a848fd2518e20b0426b1.png,GreenstickFracture,test,True
dataset/GreenstickFracture/Test/27947ea707d39e57b0c14db8fc93d3_jumbo_jpeg.rf.d7f9014c5a33717ff2b8f7213e38524b.jpg,dataset_processed/test/GreenstickFracture/00054_27947ea707d39e57b0c14db8fc93d3_jumbo_jpeg.rf.d7f9014c5a33717ff2b8f7213e38524b.png,GreenstickFracture,test,True
dataset/GreenstickFracture/Test/40926tn_jpg.rf.95b23c6c30cc0d022f5af322fe72b9ce.jpg,dataset_processed/test/GreenstickFracture/00055_40926tn_jpg.rf.95b23c6c30cc0d022f5af322fe72b9ce.png,GreenstickFracture,test,True
dataset/GreenstickFracture/Test/474345-58c87a400ed40ee60296b02ce19ee7dc_1_jpg.rf.31fd8bccbbf50f2664f3fab7a971f790.jpg,dataset_processed/test/GreenstickFracture/00056_474345-58c87a400ed40ee60296b02ce19ee7dc_1_jpg.rf.31fd8bccbbf50f2664f3fab7a971f790.png,GreenstickFracture,test,True
dataset/GreenstickFracture/Test/5081d90aea64c_jpg.rf.236544b7b485ea3c53214f7c1ae90430.jpg,dataset_processed/test/GreenstickFracture/00057_5081d90aea64c_jpg.rf.236544b7b485ea3c53214f7c1ae90430.png,GreenstickFracture,test,True
dataset/GreenstickFracture/Test/6550e902d0af421ad3b94f073620d1_gallery_jpeg.rf.c23760797e0bcc7af6ab14327062b17f.jpg,dataset_processed/test/GreenstickFracture/00058_6550e902d0af421ad3b94f073620d1_gallery_jpeg.rf.c23760797e0bcc7af6ab14327062b17f.png,GreenstickFracture,test,True
dataset/GreenstickFracture/Test/69f4dcb3b060206f0acaec9f0a25bf3a67ceb063d5e06889caea74ed65332482_jumbo_jpeg.rf.ea88d6dd7d4a8a9a47a31053ce9952e7.jpg,dataset_processed/test/GreenstickFracture/00059_69f4dcb3b060206f0acaec9f0a25bf3a67ceb063d5e06889caea74ed65332482_jumbo_jpeg.rf.ea88d6dd7d4a8a9a47a31053ce9952e7.png,GreenstickFracture,test,True
dataset/GreenstickFracture/Test/7410b6b41bc4e99e1f93bab41283b1_jumbo_jpg.rf.72d8073f7a1382ca542077a8487a5a37.jpg,dataset_processed/test/GreenstickFracture/00060_7410b6b41bc4e99e1f93bab41283b1_jumbo_jpg.rf.72d8073f7a1382ca542077a8487a5a37.png,GreenstickFracture,test,True
dataset/GreenstickFracture/Test/_Fracture_general_principles_fig04_Torus_Greenstick_fracture_BLANCO-1024x957_jpg.d0a0708a95fcb18cbbdf0af9de020488.jpg,dataset_processed/test/GreenstickFracture/00061__Fracture_general_principles_fig04_Torus_Greenstick_fracture_BLANCO-1024x957_jpg.d0a0708a95fcb18cbbdf0af9de020488.png,GreenstickFracture,test,True
dataset/GreenstickFracture/Test/_Fracture_general_principles_fig04_Torus_Greenstick_fracture_BLANCO-1024x957_jpg.rf.d0a0708a95fcb18cbbdf0af9de020488.jpg,dataset_processed/test/GreenstickFracture/00062__Fracture_general_principles_fig04_Torus_Greenstick_fracture_BLANCO-1024x957_jpg.rf.d0a0708a95fcb18cbbdf0af9de020488.png,GreenstickFracture,test,True
dataset/HairlineFracture/Test/0-_jumbo_jpeg.rf.d39588df830d194c0cda3b800664160b.jpg,dataset_processed/test/HairlineFracture/00063_0-_jumbo_jpeg.rf.d39588df830d194c0cda3b800664160b.png,HairlineFracture,test,True
dataset/HairlineFracture/Test/10195_2010_96_Fig2_HTML_jpg.rf.c12df3901db2a4b4e0952d10f5660ae0.jpg,dataset_processed/test/HairlineFracture/00064_10195_2010_96_Fig2_HTML_jpg.rf.c12df3901db2a4b4e0952d10f5660ae0.png,HairlineFracture,test,True
dataset/HairlineFracture/Test/10195_2010_9ig2_HTML_jpg.rf.c12df3901db2a4b4e0952d10f5660ae0.jpg,dataset_processed/test/HairlineFracture/00065_10195_2010_9ig2_HTML_jpg.rf.c12df3901db2a4b4e0952d10f5660ae0.png,HairlineFracture,test,True
dataset/HairlineFracture/Test/2995c0750ed98208c238f4b6a27ddd_jumbo_jpg.rf.f3c327c6d4893a32a5bdf9d01f425028.jpg,dataset_processed/test/HairlineFracture/00066_2995c0750ed98208c238f4b6a27ddd_jumbo_jpg.rf.f3c327c6d4893a32a5bdf9d01f425028.png,HairlineFracture,test,True
dataset/HairlineFracture/Test/2995c0750ed98208c238f4b6ad_jumbo_jpg.rf.f3c327c6d4893a32a5bdf9d01f425028.jpg,dataset_processed/test/HairlineFracture/00067_2995c0750ed98208c238f4b6ad_jumbo_jpg.rf.f3c327c6d4893a32a5bdf9d01f425028.png,HairlineFracture,test,True
dataset/HairlineFracture/Test/2bc441c91f63a9588fab405fde2ae3_jumbo_jpeg.rf.9b7b45ce86f1197b06bbfbdd736b8b55.jpg,dataset_processed/test/HairlineFracture/00068_2bc441c91f63a9588fab405fde2ae3_jumbo_jpeg.rf.9b7b45ce86f1197b06bbfbdd736b8b55.png,HairlineFracture,test,True
dataset/HairlineFracture/Test/402_2018_3035_Fig3_HTML_jpg.rf.c9959ea361358cf5ac4cf68c9096236f.jpg,dataset_processed/test/HairlineFracture/00069_402_2018_3035_Fig3_HTML_jpg.rf.c9959ea361358cf5ac4cf68c9096236f.png,HairlineFracture,test,True
dataset/HairlineFracture/Test/640px-Cropped_version_of_Jonesfracture_jpg.r40958b7c85972169a63197313018.jpg,dataset_processed/test/HairlineFracture/00070_640px-Cropped_version_of_Jonesfracture_jpg.r40958b7c85972169a63197313018.png,HairlineFracture,test,True
dataset/HairlineFracture/Test/640px-Cropped_version_of_Jonesfracture_jpg.rf.cbf840958b7c85972169a63197313018.jpg,dataset_processed/test/HairlineFracture/00071_640px-Cropped_version_of_Jonesfracture_jpg.rf.cbf840958b7c85972169a63197313018.png,HairlineFracture,test,True
dataset/HairlineFracture/Test/7919tn_jpg.rf.43200f6cb2d72e3082805002b9f3a1f8.jpg,dataset_processed/test/HairlineFracture/00072_7919tn_jpg.rf.43200f6cb2d72e3082805002b9f3a1f8.png,HairlineFracture,test,True
dataset/ImpactedFracture/Test/0fd9c4957210d0c8324ccc00c39d243d_jpg.rf.7625244128c1f6a73965a0290b6e6c31.jpg,dataset_processed/test/ImpactedFracture/00073_0fd9c4957210d0c8324ccc00c39d243d_jpg.rf.7625244128c1f6a73965a0290b6e6c31.png,ImpactedFracture,test,True
dataset/ImpactedFracture/Test/12891_2018_2170_Fig1_HTML_png.rf.2d45186e46a8dac72a42e99ecc1a957c.jpg,dataset_processed/test/ImpactedFracture/00074_12891_2018_2170_Fig1_HTML_png.rf.2d45186e46a8dac72a42e99ecc1a957c.png,ImpactedFracture,test,True
dataset/ImpactedFracture/Test/2021_04_07_19_24_6029_2021_04_07_Ulnar_Fracture_jpg.rf.731c2017d7a1d53d0eaf9ace647e8912.jpg,dataset_processed/test/ImpactedFracture/00075_2021_04_07_19_24_6029_2021_04_07_Ulnar_Fracture_jpg.rf.731c2017d7a1d53d0eaf9ace647e8912.png,ImpactedFracture,test,True
dataset/ImpactedFracture/Test/20980tn_jpg.rf.08df4572fdeb34428103e11296500c19.jpg,dataset_processed/test/ImpactedFracture/00076_20980tn_jpg.rf.08df4572fdeb34428103e11296500c19.png,ImpactedFracture,test,True
dataset/ImpactedFracture/Test/3-s2-0-B9781782424499000042-f04-05-9781782424499_jpg.rf.697fc1f3f837a4facd89b17281dc3843.jpg,dataset_processed/test/ImpactedFracture/00077_3-s2-0-B9781782424499000042-f04-05-9781782424499_jpg.rf.697fc1f3f837a4facd89b17281dc3843.png,ImpactedFracture,test,True
dataset/ImpactedFracture/Test/300px-L4_compressionFracture2008_jpg.rf.d65b16f949aa860fb212af1dadbc9c3f.jpg,dataset_processed/test/ImpactedFracture/00078_300px-L4_compressionFracture2008_jpg.rf.d65b16f949aa860fb212af1dadbc9c3f.png,ImpactedFracture,test,True
dataset/ImpactedFracture/Test/321642_2200-732x549_jpg.rf.4980857c522d36a62f9829fe86058076.jpg,dataset_processed/test/ImpactedFracture/00079_321642_2200-732x549_jpg.rf.4980857c522d36a62f9829fe86058076.png,ImpactedFracture,test,True
dataset/ImpactedFracture/Test/4d0971c94b4213a016bcfc13296aa4_jumbo_jpg.rf.5031422aa36e5a481cc5993aa3b54a02.jpg,dataset_processed/test/ImpactedFracture/00080_4d0971c94b4213a016bcfc13296aa4_jumbo_jpg.rf.5031422aa36e5a481cc5993aa3b54a02.png,ImpactedFracture,test,True
dataset/ImpactedFracture/Test/56a7a5e4ed51b2f23052775923c9c4_gallery_jpg.rf.d765fb7314c5833d49484b5f7f933477.jpg,dataset_processed/test/ImpactedFracture/00081_56a7a5e4ed51b2f23052775923c9c4_gallery_jpg.rf.d765fb7314c5833d49484b5f7f933477.png,ImpactedFracture,test,True
dataset/LongitudinalFracture/Test/000007_jpg.rf.7cf716c605db163a55eb6214c77bfb73.jpg,dataset_processed/test/LongitudinalFracture/00082_000007_jpg.rf.7cf716c605db163a55eb6214c77bfb73.png,LongitudinalFracture,test,True
dataset/LongitudinalFracture/Test/000008_jpg.rf.7672c617956d755d6e0e935f1e9c9d38.jpg,dataset_processed/test/LongitudinalFracture/00083_000008_jpg.rf.7672c617956d755d6e0e935f1e9c9d38.png,LongitudinalFracture,test,True
dataset/LongitudinalFracture/Test/1-s2-0-S235204771630003X-gr2_jpg.rf.23497906a4b6a3106d193648e244cc6e.jpg,dataset_processed/test/LongitudinalFracture/00084_1-s2-0-S235204771630003X-gr2_jpg.rf.23497906a4b6a3106d193648e244cc6e.png,LongitudinalFracture,test,True
dataset/LongitudinalFracture/Test/2-Figure1-1_png.rf.515ecc51fd0ec33b35a671d379c1485f.jpg,dataset_processed/test/LongitudinalFracture/00085_2-Figure1-1_png.rf.515ecc51fd0ec33b35a671d379c1485f.png,LongitudinalFracture,test,True
dataset/LongitudinalFracture/Test/2-Figure1-1_png.rf.515ecc51fd0ecc1485f.jpg,dataset_processed/test/LongitudinalFracture/00086_2-Figure1-1_png.rf.515ecc51fd0ecc1485f.png,LongitudinalFracture,test,True
dataset/LongitudinalFracture/Test/21a4e1e58df56b97092f93d8c1c230_jumbo_jpeg.rf.fa12dc139f2460747c7aab3231101fc1.jpg,dataset_processed/test/LongitudinalFracture/00087_21a4e1e58df56b97092f93d8c1c230_jumbo_jpeg.rf.fa12dc139f2460747c7aab3231101fc1.png,LongitudinalFracture,test,True
dataset/LongitudinalFracture/Test/300px-Medical_X-Ray_imaging_NJR06_Nevit_nasal_bone_fracture_jpg.rf.f482a70f53e8ceac96b6ee215badf095.jpg,dataset_processed/test/LongitudinalFracture/00088_300px-Medical_X-Ray_imaging_NJR06_Nevit_nasal_bone_fracture_jpg.rf.f482a70f53e8ceac96b6ee215badf095.png,LongitudinalFracture,test,True
dataset/LongitudinalFracture/Test/35d36ae9df9a48426f94b75d0f2939_jumbo_jpeg.rf.c0eebf1735c43ba5de01d321ce10748a.jpg,dataset_processed/test/LongitudinalFracture/00089_35d36ae9df9a48426f94b75d0f2939_jumbo_jpeg.rf.c0eebf1735c43ba5de01d321ce10748a.png,LongitudinalFracture,test,True
dataset/LongitudinalFracture/Test/488c4ff0bb5278bbf87f4c0e981dd6_gallery_jpg.rf.87d2f936037e0dfc1614f7518316a543.jpg,dataset_processed/test/LongitudinalFracture/00090_488c4ff0bb5278bbf87f4c0e981dd6_gallery_jpg.rf.87d2f936037e0dfc1614f7518316a543.png,LongitudinalFracture,test,True
dataset/LongitudinalFracture/Test/544x728_BODY_Fibula_Fracture_jpg.rf.bb33fd70d075eed4226b2835138e867f.jpg,dataset_processed/test/LongitudinalFracture/00091_544x728_BODY_Fibula_Fracture_jpg.rf.bb33fd70d075eed4226b2835138e867f.png,LongitudinalFracture,test,True
